JD	humidity		sunlit
2459690.31957176	46.72		True
2459690.31951389	47.07		True
2459690.31945602	46.77		True
2459690.31938657	46.78		True
2459690.3193287	46.84		True
2459690.31927083	46.75		True
2459690.31921296	46.94		True
2459690.31914352	46.76		True
2459690.31908565	46.66		True
2459690.31902778	46.62		True
2459690.31896991	46.87		True
2459690.31891204	46.84		True
2459690.31885417	46.85		True
2459690.3187963	46.7		True
2459690.31873843	46.69		True
2459690.31866898	46.71		True
2459690.31861111	46.85		True
2459690.31855324	46.94		True
2459690.31849537	46.74		True
2459690.3184375	46.61		True
2459690.31837963	46.73		True
2459690.31832176	46.63		True
2459690.31826389	46.73		True
2459690.31820602	46.84		True
2459690.31814815	46.57		True
2459690.31809028	46.9		True
2459690.31803241	46.88		True
2459690.31796296	46.7		True
2459690.31790509	46.69		True
2459690.31784722	46.78		True
2459690.31778935	46.65		True
2459690.31773148	46.76		True
2459690.31767361	47.06		True
2459690.31761574	46.56		True
2459690.31755787	47.09		True
2459690.31748843	46.69		True
2459690.31743056	46.78		True
2459690.31737269	47.03		True
2459690.31731481	46.87		True
2459690.31725694	46.89		True
2459690.31719907	46.74		True
2459690.3171412	46.82		True
2459690.31708333	46.92		True
2459690.31701389	46.81		True
2459690.31695602	46.69		True
2459690.31689815	46.55		True
2459690.31684028	47.04		True
2459690.31677083	46.67		True
2459690.31671296	46.79		True
2459690.31665509	46.77		True
2459690.31659722	46.53		True
2459690.31653935	46.4		True
2459690.31648148	46.72		True
2459690.31642361	46.65		True
2459690.31636574	46.9		True
2459690.3162963	46.83		True
2459690.31623843	46.73		True
2459690.31618056	46.77		True
2459690.31612268	46.9		True
2459690.31606481	46.86		True
2459690.31600694	46.8		True
2459690.31594907	46.77		True
2459690.3158912	46.83		True
2459690.31582176	46.89		True
2459690.31576389	46.91		True
2459690.31570602	46.61		True
2459690.31564815	46.81		True
2459690.3155787	46.88		True
2459690.31552083	46.87		True
2459690.31546296	46.58		True
2459690.31540509	46.78		True
2459690.31534722	46.93		True
2459690.31528935	46.8		True
2459690.31523148	47.06		True
2459690.31517361	46.87		True
2459690.31510417	46.8		True
2459690.3150463	46.85		True
2459690.31498843	46.82		True
2459690.31493056	46.81		True
2459690.31486111	46.91		True
2459690.31480324	46.81		True
2459690.31474537	46.78		True
2459690.3146875	46.82		True
2459690.31461806	46.84		True
2459690.31456019	46.92		True
2459690.31450231	46.73		True
2459690.31444444	46.8		True
2459690.31438657	46.86		True
2459690.3143287	46.88		True
2459690.31427083	46.75		True
2459690.31421296	46.8		True
2459690.31414352	46.93		True
2459690.31408565	47.14		True
2459690.31402778	47.11		True
2459690.31396991	46.74		True
2459690.31390046	46.91		True
2459690.31384259	46.95		True
2459690.31378472	46.59		True
2459690.31372685	46.89		True
2459690.31366898	46.77		True
2459690.31361111	46.46		True
2459690.31355324	46.84		True
2459690.31349537	46.73		True
2459690.3134375	46.77		True
2459690.31337963	47.09		True
2459690.31332176	46.45		True
2459690.31326389	47.01		True
2459690.31319444	46.87		True
2459690.31313657	46.63		True
2459690.3130787	47.03		True
2459690.31302083	46.76		True
2459690.31296296	46.71		True
2459690.31290509	46.89		True
2459690.31284722	46.98		True
2459690.31278935	46.8		True
2459690.31273148	46.91		True
2459690.31267361	46.93		True
2459690.31261574	46.93		True
2459690.31255787	46.9		True
2459690.31248843	46.85		True
2459690.31243056	46.81		True
2459690.31237269	46.92		True
2459690.31231481	46.87		True
2459690.31224537	46.93		True
2459690.31219907	46.99		True
2459690.31212963	46.96		True
2459690.31207176	46.81		True
2459690.31201389	46.8		True
2459690.31195602	46.88		True
2459690.31189815	46.88		True
2459690.31184028	46.76		True
2459690.31177083	46.83		True
2459690.31171296	46.88		True
2459690.31165509	47		True
2459690.31159722	46.85		True
2459690.31152778	46.88		True
2459690.31146991	46.98		True
2459690.31141204	46.86		True
2459690.31135417	47.07		True
2459690.31128472	46.71		True
2459690.31122685	46.76		True
2459690.31116898	47.03		True
2459690.31111111	46.97		True
2459690.31105324	46.63		True
2459690.31099537	46.83		True
2459690.3109375	46.93		True
2459690.31087963	46.91		True
2459690.31081018	46.7		True
2459690.31075232	46.88		True
2459690.31069444	46.76		True
2459690.31063657	46.84		True
2459690.31056713	46.7		True
2459690.31050926	46.43		True
2459690.31045139	46.82		True
2459690.31039352	46.83		True
2459690.31033565	46.87		True
2459690.31027778	46.94		True
2459690.31021991	46.82		True
2459690.31016204	47.02		True
2459690.31010417	46.91		True
2459690.3100463	46.92		True
2459690.30998843	46.97		True
2459690.30993056	46.93		True
2459690.30986111	46.99		True
2459690.30980324	47.14		True
2459690.30974537	47.01		True
2459690.3096875	46.71		True
2459690.30962963	46.8		True
2459690.30957176	46.87		True
2459690.30951389	46.83		True
2459690.30945602	46.88		True
2459690.30939815	46.86		True
2459690.30934028	46.91		True
2459690.30928241	46.84		True
2459690.30922454	47.04		True
2459690.30915509	46.82		True
2459690.30909722	46.9		True
2459690.30905093	46.9		True
2459690.30898148	46.78		True
2459690.30892361	46.68		True
2459690.30886574	46.7		True
2459690.30880787	46.77		True
2459690.30875	46.81		True
2459690.30869213	46.74		True
2459690.30863426	46.92		True
2459690.30857639	46.71		True
2459690.30851852	46.73		True
2459690.30844907	46.82		True
2459690.3083912	47.07		True
2459690.30833333	46.99		True
2459690.30827546	47.07		True
2459690.30820602	46.86		True
2459690.30814815	46.93		True
2459690.30809028	47.13		True
2459690.30803241	46.68		True
2459690.30797454	46.87		True
2459690.30791667	46.65		True
2459690.3078588	46.81		True
2459690.30780093	46.99		True
2459690.30773148	46.88		True
2459690.30767361	46.82		True
2459690.30761574	46.97		True
2459690.30755787	46.88		True
2459690.30748843	46.77		True
2459690.30743056	47		True
2459690.30737269	47.26		True
2459690.30731481	47.17		True
2459690.30725694	46.73		True
2459690.30719907	47.17		True
2459690.3071412	46.69		True
2459690.30708333	47.04		True
2459690.30701389	46.8		True
2459690.30695602	46.93		True
2459690.30689815	46.9		True
2459690.30684028	46.95		True
2459690.30677083	46.94		True
2459690.30671296	46.78		True
2459690.30665509	46.87		True
