JD	humidity		sunlit
2459690.30659722	47		True
2459690.30652778	46.75		True
2459690.30646991	46.73		True
2459690.30641204	46.88		True
2459690.30635417	46.93		True
2459690.30628472	46.83		True
2459690.30622685	46.69		True
2459690.30616898	46.76		True
2459690.30611111	46.96		True
2459690.30604167	46.89		True
2459690.3059838	47.07		True
2459690.30592593	46.76		True
2459690.30586806	46.9		True
2459690.30581019	46.8		True
2459690.30575231	46.86		True
2459690.30569444	46.84		True
2459690.30563657	46.8		True
2459690.30556713	46.73		True
2459690.30550926	46.84		True
2459690.30545139	46.8		True
2459690.30539352	46.77		True
2459690.30532407	46.77		True
2459690.3052662	46.68		True
2459690.30520833	47.06		True
2459690.30515046	46.88		True
2459690.30508102	46.98		True
2459690.30502315	47.05		True
2459690.30496528	46.73		True
2459690.30490741	47.16		True
2459690.30483796	46.88		True
2459690.30478009	46.95		True
2459690.30472222	46.98		True
2459690.30466435	46.87		True
2459690.30459491	47.04		True
2459690.30453704	46.67		True
2459690.30447917	47.21		True
2459690.3044213	46.98		True
2459690.30435185	47.13		True
2459690.30429398	46.92		True
2459690.30423611	47.12		True
2459690.30417824	46.84		True
2459690.30412037	46.91		True
2459690.3040625	46.68		True
2459690.30400463	46.85		True
2459690.30394676	46.93		True
2459690.30387731	46.9		True
2459690.30381944	46.89		True
2459690.30376157	46.81		True
2459690.3037037	46.94		True
2459690.30364583	46.89		True
2459690.30358796	46.8		True
2459690.30353009	47.06		True
2459690.30347222	46.85		True
2459690.30341435	46.67		True
2459690.30335648	46.77		True
2459690.30329861	47.01		True
2459690.30324074	46.72		True
2459690.30318287	46.93		True
2459690.303125	46.9		True
2459690.30306713	46.76		True
2459690.30300926	47.05		True
2459690.30295139	46.94		True
2459690.30289352	46.95		True
2459690.30283565	47.12		True
2459690.30277778	47.05		True
2459690.30271991	46.93		True
2459690.30266204	46.97		True
2459690.30260417	46.85		True
2459690.3025463	46.97		True
2459690.30248843	46.84		True
2459690.30243056	46.71		True
2459690.30237269	46.91		True
2459690.30231481	47.07		True
2459690.30225694	47.03		True
2459690.30219907	46.79		True
2459690.3021412	46.74		True
2459690.30208333	46.92		True
2459690.30202546	46.9		True
2459690.30196759	46.8		True
2459690.30190972	46.93		True
2459690.30185185	46.86		True
2459690.30179398	47.05		True
2459690.30173611	47		True
2459690.30167824	47.1		True
2459690.30162037	46.99		True
2459690.3015625	46.71		True
2459690.30150463	46.91		True
2459690.30144676	47.01		True
2459690.30138889	46.94		True
2459690.30133102	46.94		True
2459690.30127315	47.06		True
2459690.30121528	47.05		True
2459690.30115741	47.36		True
2459690.30109954	47.02		True
2459690.30104167	47.12		True
2459690.3009838	46.9		True
2459690.30092593	46.97		True
2459690.30086806	46.94		True
2459690.30081019	46.57		True
2459690.30075231	46.93		True
2459690.30069444	46.86		True
2459690.30063657	46.75		True
2459690.3005787	46.8		True
2459690.30052083	46.93		True
2459690.30046296	46.68		True
2459690.30040509	46.91		True
2459690.30034722	46.86		True
2459690.30028935	46.96		True
2459690.30023148	46.98		True
2459690.30017361	46.89		True
2459690.30011574	46.99		True
2459690.30005787	46.85		True
2459690.3	46.81		True
2459690.29994213	46.94		True
2459690.29988426	47.05		True
2459690.29982639	46.73		True
2459690.29976852	47.18		True
2459690.29971065	46.91		True
2459690.29965278	47.01		True
2459690.29959491	46.88		True
2459690.29953704	46.75		True
2459690.29947917	46.77		True
2459690.2994213	46.88		True
2459690.29936343	46.75		True
2459690.29930556	47.2		True
2459690.29924769	46.42		True
2459690.29918981	46.8		True
2459690.29913194	46.8		False
2459690.29907407	46.95		False
2459690.2990162	46.9		False
2459690.29895833	46.8		False
2459690.29890046	46.87		False
2459690.29884259	46.93		False
2459690.29878472	46.96		False
2459690.29872685	47.09		False
2459690.29866898	46.87		False
2459690.29861111	46.9		False
2459690.29855324	46.87		False
2459690.29849537	46.85		False
2459690.2984375	46.85		False
2459690.29837963	47.15		False
2459690.29832176	46.99		False
2459690.29826389	46.84		False
2459690.29820602	46.78		False
2459690.29814815	46.64		False
2459690.29809028	46.94		False
2459690.29803241	46.91		False
2459690.29797454	47.25		False
2459690.29791667	46.99		False
2459690.2978588	46.94		False
2459690.29780093	46.97		False
2459690.29774306	46.99		False
2459690.29768518	46.97		False
2459690.29762731	46.91		False
2459690.29756944	46.86		False
2459690.29751157	47		False
2459690.2974537	46.97		False
2459690.29739583	47.02		False
2459690.29733796	46.85		False
2459690.29728009	46.84		False
2459690.29722222	46.91		False
2459690.29716435	47.1		False
2459690.29710648	47.36		False
2459690.29704861	46.79		False
2459690.29699074	46.83		False
2459690.29693287	47.12		False
2459690.296875	46.97		False
2459690.29681713	46.93		False
2459690.29675926	47.03		False
2459690.29670139	47		False
2459690.29664352	47.65		False
2459690.29658565	46.93		False
2459690.29652778	47.24		False
2459690.29646991	46.83		False
2459690.29641204	47.2		False
2459690.29635417	46.98		False
2459690.2962963	46.81		False
2459690.29623843	46.83		False
2459690.29618056	47.04		False
2459690.29612269	47.07		False
2459690.29606481	47		False
2459690.29600694	47		False
2459690.29594907	46.91		False
2459690.2958912	46.87		False
2459690.29583333	46.99		False
2459690.29577546	47.13		False
2459690.29571759	46.86		False
2459690.29565972	46.97		False
2459690.29560185	46.95		False
2459690.29554398	46.96		False
2459690.29548611	47.01		False
2459690.29542824	47.19		False
2459690.29537037	47.14		False
2459690.2953125	47		False
2459690.29525463	46.95		False
2459690.29519676	46.72		False
2459690.29513889	46.85		False
2459690.29508102	47.03		False
2459690.29502315	46.98		False
2459690.29496528	47.11		False
2459690.29490741	46.89		False
2459690.29484954	47.11		False
2459690.29479167	47		False
2459690.2947338	46.81		False
2459690.29467593	47.01		False
2459690.29461806	47.07		False
2459690.29456019	46.92		False
2459690.29450231	46.96		False
2459690.29444444	47.08		False
2459690.29438657	46.96		False
2459690.2943287	46.95		False
2459690.29427083	46.93		False
2459690.29421296	46.97		False
2459690.29415509	47.05		False
2459690.29409722	46.99		False
2459690.29403935	47.08		False
2459690.29398148	47.15		False
2459690.29392361	46.92		False
2459690.29386574	47.17		False
2459690.29380787	47.14		False
2459690.29375	46.85		False
2459690.29369213	46.78		False
2459690.29363426	46.82		False
2459690.29357639	47.04		False
2459690.29351852	46.97		False
2459690.29346065	47.08		False
2459690.29340278	47.03		False
2459690.29334491	47.06		False
2459690.29328704	47.11		False
2459690.29322917	47.06		False
2459690.2931713	47.06		False
2459690.29311343	46.96		False
2459690.29305556	46.93		False
2459690.29299769	46.99		False
2459690.29293981	47.3		False
2459690.29288194	47.13		False
2459690.29282407	46.67		False
2459690.2927662	47.02		False
2459690.29270833	46.9		False
2459690.29265046	46.94		False
2459690.29259259	47.03		False
2459690.29253472	46.95		False
2459690.29247685	47.02		False
2459690.29241898	47.02		False
2459690.29236111	46.87		False
2459690.29230324	47.18		False
2459690.29224537	47.03		False
2459690.2921875	47.1		False
2459690.29212963	46.93		False
2459690.29207176	47.17		False
2459690.29201389	46.65		False
2459690.29195602	47.26		False
2459690.29189815	47.1		False
2459690.29184028	47.27		False
2459690.29178241	47.19		False
2459690.29172454	47.2		False
2459690.29166667	47.23		False
2459690.2916088	47.16		False
2459690.29155093	47.1		False
2459690.29149306	47.09		False
2459690.29143519	47.07		False
2459690.29137731	47.13		False
2459690.29131944	46.82		False
2459690.29126157	47.06		False
2459690.2912037	47.03		False
2459690.29114583	46.92		False
2459690.29108796	47.14		False
2459690.29103009	47.06		False
2459690.29097222	46.77		False
2459690.29091435	46.75		False
2459690.29085648	46.99		False
2459690.29079861	46.7		False
2459690.29074074	47.09		False
2459690.29068287	47		False
2459690.290625	47.01		False
2459690.29056713	47.07		False
2459690.29050926	47.03		False
2459690.29045139	47.08		False
2459690.29039352	46.88		False
2459690.29033565	47.3		False
2459690.29027778	47.01		False
2459690.29021991	47.16		False
2459690.29016204	47.2		False
2459690.29010417	47.04		False
2459690.2900463	47.07		False
2459690.28998843	47.32		False
2459690.28993056	46.88		False
2459690.28987269	47.17		False
2459690.28981481	47.05		False
2459690.28975694	46.86		False
2459690.28969907	47.01		False
2459690.2896412	47.03		False
2459690.28958333	47.11		False
2459690.28952546	47.01		False
2459690.28946759	47.06		False
2459690.28940972	47.21		False
2459690.28935185	46.93		False
2459690.28929398	47.03		False
2459690.28923611	47.2		False
2459690.28917824	47.21		False
2459690.28912037	47.25		False
2459690.2890625	47.12		False
2459690.28900463	47.11		False
2459690.28894676	47.57		False
2459690.28888889	47.05		False
2459690.28883102	46.93		False
2459690.28877315	47.14		False
2459690.28871528	47.03		False
2459690.28865741	46.96		False
2459690.28859954	47.19		False
2459690.28854167	46.92		False
2459690.2884838	46.99		False
2459690.28842593	47.16		False
2459690.28836806	46.98		False
2459690.28831019	47.15		False
2459690.28825231	47.16		False
2459690.28819444	46.43		False
2459690.28813657	47.13		False
2459690.2880787	47.11		False
2459690.28802083	47.19		False
2459690.28796296	47.09		False
2459690.28790509	47.01		False
2459690.28784722	47.05		False
2459690.28778935	47.1		False
2459690.28773148	47.03		False
2459690.28767361	47.23		False
2459690.28761574	47.28		False
2459690.28755787	47.19		False
2459690.2875	47.13		False
2459690.28744213	46.94		False
2459690.28738426	47.13		False
2459690.28732639	47.11		False
2459690.28726852	47.09		False
2459690.28721065	47.18		False
2459690.28715278	47.16		False
2459690.28709491	47.12		False
2459690.28703704	47.05		False
2459690.28697917	47.07		False
2459690.2869213	46.88		False
2459690.28686343	47.06		False
2459690.28680556	47.09		False
2459690.28674769	47.06		False
2459690.28668981	46.99		False
2459690.28663194	47.26		False
2459690.28657407	47.09		False
2459690.2865162	47.13		False
2459690.28645833	46.88		False
2459690.28640046	47.06		False
2459690.28634259	47.25		False
2459690.28628472	46.99		False
2459690.28622685	47.87		False
2459690.28616898	47.16		False
2459690.28611111	47.06		False
2459690.28605324	47.27		False
2459690.28599537	47.1		False
2459690.2859375	47.42		False
2459690.28587963	47.08		False
2459690.28582176	47.14		False
2459690.28576389	47.25		False
2459690.28570602	47.19		False
2459690.28564815	47.32		False
2459690.28559028	47.08		False
2459690.28553241	47.21		False
2459690.28547454	46.98		False
2459690.28541667	47.33		False
2459690.2853588	47.1		False
2459690.28530093	47.22		False
2459690.28524306	47.03		False
2459690.28518519	47.11		False
2459690.28512731	46.98		False
2459690.28506944	47.02		False
2459690.28501157	47.07		False
2459690.2849537	47.44		False
2459690.28489583	47.01		False
2459690.28483796	47.1		False
2459690.28478009	47.06		False
2459690.28472222	47.12		False
2459690.28466435	47.25		False
2459690.28460648	46.98		False
2459690.28454861	47.25		False
2459690.28449074	47.2		False
2459690.28443287	47.26		False
2459690.284375	47.01		False
2459690.28431713	47.02		False
2459690.28425926	47.14		False
2459690.28420139	47.06		False
2459690.28414352	47.31		False
2459690.28408565	47.1		False
2459690.28402778	47.18		False
2459690.28396991	47.51		False
2459690.28391204	47.25		False
2459690.28385417	47.21		False
2459690.2837963	47.17		False
2459690.28373843	47.25		False
2459690.28368056	47.32		False
2459690.28362269	47.04		False
2459690.28356481	47.02		False
2459690.28350694	46.97		False
2459690.28344907	47.13		False
2459690.2833912	47.18		False
2459690.28333333	47.1		False
2459690.28327546	47.09		False
2459690.28321759	47.13		False
2459690.28315972	47.25		False
2459690.28310185	46.99		False
2459690.28304398	47.14		False
2459690.28298611	47.23		False
2459690.28292824	47.31		False
2459690.28287037	47.1		False
2459690.2828125	47.2		False
2459690.28275463	47.32		False
2459690.28269676	46.96		False
2459690.28263889	46.94		False
2459690.28258102	47.16		False
2459690.28252315	47.15		False
2459690.28246528	47.31		False
2459690.28240741	47.29		False
2459690.28234954	47.04		False
2459690.28229167	47.14		False
2459690.2822338	47.26		False
2459690.28217593	47.18		False
2459690.28211806	47.19		False
2459690.28206019	46.97		False
2459690.28200231	47.17		False
2459690.28194444	47.17		False
2459690.28188657	47.11		False
2459690.2818287	47.26		False
2459690.28177083	46.99		False
2459690.28171296	47.29		False
2459690.28165509	47.27		False
2459690.28159722	47.24		False
2459690.28153935	47.29		False
2459690.28148148	47.17		False
2459690.28142361	47.16		False
2459690.28136574	47.4		False
2459690.28130787	47.12		False
2459690.28125	47.43		False
2459690.28119213	47.14		False
2459690.28113426	47.27		False
2459690.28107639	47.03		False
2459690.28101852	47.15		False
2459690.28096065	47.02		False
2459690.28090278	47.38		False
2459690.28084491	47.17		False
2459690.28078704	47.01		False
2459690.28072917	47.17		False
2459690.2806713	46.89		False
2459690.28061343	47.07		False
2459690.28055556	47.32		False
2459690.28049769	47.23		False
2459690.28043981	47.18		False
2459690.28038194	47.1		False
2459690.28032407	47.23		False
2459690.2802662	47.1		False
2459690.28020833	47.09		False
2459690.28015046	46.71		False
2459690.28009259	47.37		False
2459690.28003472	47.16		False
2459690.27997685	47.24		False
2459690.27991898	47.23		False
2459690.27986111	47.2		False
2459690.27980324	47.23		False
2459690.27974537	47.23		False
2459690.2796875	47.25		False
2459690.27962963	47.16		False
2459690.27957176	47.47		False
2459690.27951389	46.85		False
2459690.27945602	47.25		False
2459690.27939815	47.48		False
2459690.27934028	46.85		False
2459690.27928241	47.25		False
2459690.27922454	47.17		False
2459690.27916667	47.15		False
2459690.2791088	47.4		False
2459690.27905093	47.3		False
2459690.27899306	47.41		False
2459690.27893519	47.13		False
2459690.27887731	47.27		False
2459690.27881944	47.37		False
2459690.27876157	47.34		False
2459690.2787037	47.23		False
2459690.27864583	47.43		False
2459690.27858796	47.08		False
2459690.27853009	46.96		False
2459690.27847222	47.24		False
2459690.27841435	47.24		False
2459690.27835648	47.29		False
2459690.27829861	47.33		False
2459690.27824074	47.18		False
2459690.27818287	47.13		False
2459690.278125	47.2		False
2459690.27806713	47.27		False
2459690.27800926	47.27		False
2459690.27795139	47.35		False
2459690.27789352	47.59		False
2459690.27783565	47.27		False
2459690.27777778	47.07		False
2459690.27771991	47.2		False
2459690.27766204	47.21		False
2459690.27760417	47.38		False
2459690.2775463	47.35		False
2459690.27748843	47.24		False
2459690.27743056	46.93		False
2459690.27737269	47.09		False
2459690.27731481	46.81		False
2459690.27725694	47.15		False
2459690.27719907	47.19		False
2459690.2771412	47.34		False
2459690.27708333	47.1		False
2459690.27702546	47.33		False
2459690.27696759	47.22		False
2459690.27690972	47.25		False
2459690.27685185	47.3		False
2459690.27679398	47.5		False
2459690.27673611	47.31		False
2459690.27667824	47.45		False
2459690.27662037	47.29		False
2459690.2765625	47.33		False
2459690.27650463	47.06		False
2459690.27644676	47.27		False
2459690.27638889	46.94		False
2459690.27633102	47.48		False
2459690.27627315	47.4		False
2459690.27621528	47.13		False
2459690.27615741	47.24		False
2459690.27609954	47.09		False
2459690.27604167	47.42		False
2459690.2759838	47.54		False
2459690.27592593	47.28		False
2459690.27586806	47.18		False
2459690.27581019	47.33		False
2459690.27575231	47.3		False
2459690.27569444	47.39		False
2459690.27563657	47.42		False
2459690.2755787	47.4		False
2459690.27552083	47.25		False
2459690.27546296	47.36		False
2459690.27540509	47.37		False
2459690.27534722	47.18		False
2459690.27528935	47.5		False
2459690.27523148	47.41		False
2459690.27517361	47.48		True
2459690.27511574	47.44		True
2459690.27505787	47.27		True
2459690.27494213	47.52		True
2459690.27488426	47.46		True
2459690.27482639	47.46		True
2459690.27476852	47.46		True
2459690.27471065	47.43		True
2459690.27465278	47.41		True
2459690.27459491	47.28		True
2459690.27453704	47.2		True
2459690.27447917	47.33		True
2459690.2744213	47.34		True
2459690.27436343	47.39		True
2459690.27430556	47.17		True
2459690.27424769	47.25		True
2459690.27418981	47.18		True
2459690.27413194	47.42		True
2459690.27407407	47.24		True
2459690.2740162	47.6		True
2459690.27395833	47.34		True
2459690.27390046	47.49		True
2459690.27384259	47.37		True
2459690.27378472	47.46		True
2459690.27372685	47.22		True
2459690.27366898	47.33		True
2459690.27361111	47.27		True
2459690.27355324	47.49		True
2459690.27349537	47.6		True
2459690.2734375	47.2		True
2459690.27337963	47.21		True
2459690.27332176	47.48		True
2459690.27326389	47.27		True
2459690.27320602	47.4		True
2459690.27314815	47.41		True
2459690.27309028	47.3		True
2459690.27303241	47.44		True
2459690.27297454	47.48		True
2459690.27291667	47.33		True
2459690.2728588	47.25		True
2459690.27280093	47.42		True
2459690.27274306	47.47		True
2459690.27268519	47.38		True
2459690.27262731	47.52		True
2459690.27256944	47.43		True
2459690.27251157	47.45		True
2459690.2724537	47.4		True
2459690.27239583	47.39		True
2459690.27233796	47.52		True
2459690.27228009	47.25		True
2459690.27222222	47.49		True
2459690.27216435	47.38		True
2459690.27210648	47.48		True
2459690.27204861	47.24		True
2459690.27199074	47.54		True
2459690.2719213	47.35		True
2459690.27186343	47.41		True
2459690.27180556	47.37		True
2459690.27174768	47.28		True
2459690.27168981	47.42		True
2459690.27163194	47.2		True
2459690.27157407	47.38		True
2459690.2715162	47.44		True
2459690.27144676	47.55		True
2459690.27138889	47.4		True
2459690.27133102	47.44		True
2459690.27127315	47.53		True
2459690.27121528	47.32		True
2459690.27115741	47.52		True
2459690.27109954	47.29		True
2459690.27104167	47.3		True
2459690.27097222	47.4		True
2459690.27091435	47.27		True
2459690.27085648	47.47		True
2459690.27079861	47.37		True
2459690.27074074	47.36		True
2459690.27068287	47.29		True
2459690.270625	47.56		True
2459690.27056713	47.36		True
2459690.27049769	47.45		True
2459690.27043981	47.79		True
2459690.27038194	48.23		True
2459690.27032407	47.38		True
2459690.2702662	47.41		True
2459690.27020833	47.43		True
2459690.27015046	47.51		True
2459690.27009259	47.59		True
2459690.27002315	47.25		True
2459690.26996528	47.44		True
2459690.26990741	47.6		True
2459690.26984954	47.37		True
2459690.26979167	47.14		True
2459690.2697338	47.3		True
2459690.26967593	47.38		True
2459690.26961806	47.55		True
2459690.26954861	47.25		True
2459690.26949074	47.22		True
2459690.26943287	47.74		True
2459690.269375	47.45		True
2459690.26930556	47.63		True
2459690.26924769	47.55		True
2459690.26918981	47.57		True
2459690.26913194	47.29		True
2459690.2690625	47.38		True
2459690.26900463	47.53		True
2459690.26894676	47.5		True
2459690.26888889	47.64		True
2459690.26881944	47.35		True
2459690.26876157	47.49		True
2459690.2687037	47.65		True
2459690.26864583	47.23		True
2459690.26857639	47.68		True
2459690.26851852	47.56		True
2459690.26846065	47.45		True
2459690.26840278	47.5		True
2459690.26834491	47.36		True
2459690.26828704	47.62		True
2459690.26822917	47.46		True
2459690.2681713	47.6		True
2459690.26810185	47.45		True
2459690.26804398	47.61		True
2459690.26798611	47.51		True
2459690.26792824	47.33		True
2459690.2678588	47.55		True
2459690.26780093	47.6		True
2459690.26774306	47.45		True
2459690.26768519	47.59		True
2459690.26761574	47.56		True
2459690.26755787	47.39		True
2459690.2675	47.17		True
2459690.26744213	47.66		True
2459690.26737268	47.46		True
2459690.26731481	47.35		True
2459690.26725694	47.63		True
2459690.26719907	47.65		True
2459690.26712963	47.71		True
2459690.26707176	47.79		True
2459690.26701389	47.48		True
2459690.26695602	47.44		True
2459690.26688657	46.59		True
2459690.2668287	47.41		True
2459690.26677083	47.45		True
2459690.26671296	47.34		True
2459690.26665509	47.54		True
2459690.26659722	47.51		True
2459690.26653935	47.66		True
2459690.26648148	47.59		True
2459690.26641204	47.3		True
2459690.26635417	47.75		True
2459690.2662963	47.42		True
2459690.26623843	47.7		True
2459690.26616898	47.42		True
2459690.26611111	47.62		True
2459690.26605324	47.62		True
2459690.26599537	47.59		True
2459690.26592593	47.4		True
2459690.26586806	47.68		True
2459690.26581019	47.49		True
2459690.26575231	47.4		True
2459690.26569444	46.39		True
2459690.26563657	47.3		True
2459690.2655787	47.49		True
2459690.26552083	47.36		True
2459690.26545139	47.61		True
2459690.26539352	47.48		True
2459690.26533565	47.54		True
2459690.26527778	47.42		True
2459690.26520833	47.51		True
2459690.26515046	47.47		True
2459690.26509259	47.47		True
2459690.26503472	47.81		True
2459690.26497685	47.41		True
2459690.26491898	47.61		True
2459690.26486111	47.58		True
2459690.26480324	47.52		True
2459690.2647338	47.54		True
2459690.26467593	47.55		True
2459690.26461806	47.46		True
2459690.26456019	47.4		True
2459690.26449074	47.51		True
2459690.26443287	47.36		True
2459690.264375	47.66		True
2459690.26431713	47.51		True
2459690.26424769	47.59		True
2459690.26418981	47.68		True
2459690.26413194	47.49		True
2459690.26407407	47.51		True
2459690.2640162	47.46		True
2459690.26395833	47.41		True
2459690.26390046	47.5		True
2459690.26384259	47.61		True
2459690.26377315	47.84		True
2459690.26371528	47.73		True
2459690.26365741	47.41		True
2459690.26359954	47.65		True
2459690.26354167	47.67		True
2459690.2634838	47.71		True
2459690.26342593	47.61		True
2459690.26336806	47.58		True
2459690.26329861	47.76		True
2459690.26324074	47.54		True
2459690.26318287	46.93		True
2459690.263125	47.41		True
2459690.26306713	47.63		True
2459690.26300926	47.64		True
2459690.26295139	47.51		True
2459690.26289352	47.55		True
2459690.26282407	47.68		True
2459690.2627662	47.62		True
2459690.26270833	47.47		True
2459690.26265046	47.53		True
2459690.26259259	47.51		True
2459690.26253472	47.6		True
2459690.26247685	47.56		True
2459690.26241898	47.67		True
2459690.26234954	47.58		True
2459690.26229167	47.64		True
2459690.2622338	47.63		True
2459690.26217593	47.59		True
2459690.26210648	47.54		True
2459690.26204861	47.77		True
2459690.26199074	47.49		True
2459690.26193287	47.67		True
2459690.26186343	47.85		True
2459690.26180556	47.65		True
2459690.26174769	47.8		True
2459690.26168981	47.67		True
2459690.26163194	47.66		True
2459690.26157407	47.71		True
2459690.2615162	47.76		True
2459690.26145833	47.8		True
2459690.26138889	47.9		True
2459690.26133102	47.74		True
2459690.26127315	47.57		True
2459690.26121528	47.68		True
2459690.26114583	47.67		True
2459690.26108796	47.46		True
2459690.26103009	47.58		True
2459690.26097222	47.89		True
2459690.26091435	47.62		True
2459690.26085648	47.63		True
2459690.26079861	47.85		True
2459690.26074074	47.64		True
2459690.2606713	46.76		True
2459690.26061343	47.6		True
2459690.26055556	47.78		True
2459690.26049768	47.7		True
2459690.26042824	47.87		True
2459690.26037037	47.59		True
2459690.2603125	47.98		True
2459690.26025463	47.71		True
2459690.26018519	47.96		True
2459690.26012731	47.71		True
2459690.26006944	47.88		True
2459690.26001157	47.68		True
2459690.2599537	47.43		True
2459690.25989583	47.83		True
2459690.25983796	47.81		True
2459690.25978009	47.78		True
2459690.25971065	47.86		True
2459690.25965278	47.66		True
2459690.25959491	47.72		True
2459690.25953704	47.85		True
2459690.25946759	47.58		True
2459690.25940972	47.83		True
2459690.25935185	47.73		True
2459690.25929398	47.81		True
2459690.25923611	48.62		True
2459690.25917824	47.65		True
2459690.25912037	47.66		True
2459690.2590625	47.8		True
2459690.25899306	47.66		True
2459690.25893518	47.79		True
2459690.25887731	47.95		True
2459690.25881944	47.71		True
2459690.25875	47.87		True
2459690.25869213	47.69		True
2459690.25863426	47.75		True
2459690.25857639	47.98		True
2459690.25851852	47.54		True
2459690.25846065	47.73		True
2459690.25840278	47.77		True
2459690.25834491	47.79		True
2459690.25827546	47.97		True
2459690.25821759	47.87		True
2459690.25815972	47.8		True
2459690.25810185	47.84		True
2459690.25804398	48.02		True
2459690.25798611	47.83		True
2459690.25792824	47.68		True
2459690.25787037	47.84		True
2459690.25780093	47.9		True
2459690.25774306	47.74		True
2459690.25768519	48.09		True
2459690.25762731	48.06		True
2459690.25755787	47.82		True
2459690.2575	47.87		True
2459690.25744213	47.81		True
2459690.25738426	48.05		True
2459690.25731481	47.76		True
2459690.25725694	47.82		True
2459690.25719907	47.81		True
2459690.2571412	47.73		True
2459690.25708333	47.77		True
2459690.25702546	47.83		True
2459690.25696759	47.75		True
2459690.25690972	47.75		True
2459690.25685185	48.08		True
2459690.25679398	48.01		True
2459690.25673611	47.83		True
2459690.25667824	47.78		True
2459690.2566088	47.88		True
2459690.25655093	47.89		True
2459690.25649306	47.83		True
2459690.25643519	47.91		True
2459690.25636574	47.6		True
2459690.25630787	47.98		True
2459690.25625	48.18		True
2459690.25619213	47.93		True
2459690.25613426	47.78		True
2459690.25607639	47.92		True
2459690.25601852	47.62		True
2459690.25596065	47.67		True
2459690.2558912	47.78		True
2459690.25583333	47.86		True
2459690.25577546	47.94		True
2459690.25571759	48.01		True
2459690.25565972	47.74		True
2459690.25560185	47.91		True
2459690.25554398	47.86		True
2459690.25548611	48.12		True
2459690.25541667	47.64		True
2459690.2553588	47.93		True
2459690.25530093	47.97		True
2459690.25524306	48.07		True
2459690.25518519	47.27		True
2459690.25512731	48.05		True
2459690.25506944	48.14		True
2459690.25501157	47.87		True
2459690.25494213	48.01		True
2459690.25488426	47.97		True
2459690.25482639	47.92		True
2459690.25476852	47.98		True
2459690.25469907	47.74		True
2459690.2546412	47.88		True
2459690.25458333	47.8		True
2459690.25452546	47.96		True
2459690.25445602	47.8		True
2459690.25439815	47.74		True
2459690.25434028	47.97		True
2459690.25428241	47.91		True
2459690.25422454	47.98		True
2459690.25416667	48.07		True
2459690.2541088	48.19		True
2459690.25405093	48.14		True
2459690.25398148	47.98		True
2459690.25392361	48.01		True
2459690.25386574	47.86		True
2459690.25380787	47.9		True
2459690.25373843	47.98		True
2459690.25368056	47.95		True
2459690.25362269	48.14		True
2459690.25356481	47.99		True
2459690.25350694	47.97		True
2459690.25344907	47.84		True
2459690.2533912	47.86		True
2459690.25333333	48.11		True
2459690.25326389	48.16		True
2459690.25320602	48.17		True
2459690.25314815	48.1		True
2459690.25309028	47.82		True
2459690.25303241	47.87		True
2459690.25297454	48.08		True
2459690.25291667	48.07		True
2459690.2528588	48.16		True
2459690.25280093	48.01		True
2459690.25274306	47.83		True
2459690.25268518	48.08		True
2459690.25262732	47.88		True
2459690.25255787	47.97		True
2459690.2525	47.94		True
2459690.25244213	48.26		True
2459690.25238426	48.06		True
2459690.25231481	48.84		True
2459690.25225694	48.07		True
2459690.25219907	48.01		True
2459690.2521412	47.93		True
2459690.25208333	47.99		True
2459690.25202546	47.93		True
2459690.25196759	48.04		True
2459690.25190972	48.06		True
2459690.25184028	48.08		True
2459690.25178241	47.6		True
2459690.25172454	48.08		True
2459690.25166667	47.95		True
2459690.25159722	47.84		True
2459690.25153935	47.93		True
2459690.25148148	48.2		True
2459690.25142361	47.98		True
2459690.25135417	47.95		True
2459690.2512963	48.05		True
2459690.25123843	48.06		True
2459690.25118056	48.24		True
2459690.25112268	48.16		True
2459690.25106481	48.12		True
2459690.25100694	47.98		True
2459690.25094907	47.95		True
2459690.25087963	47.78		True
2459690.25082176	47.97		True
2459690.25076389	47.94		True
2459690.25070602	48.09		True
2459690.25063657	48.1		True
2459690.2505787	48.12		True
2459690.25052083	47.75		True
2459690.25046296	48.23		True
2459690.25039352	47.45		True
2459690.25033565	48.18		True
2459690.25027778	48.14		True
2459690.25021991	47.92		True
2459690.25015046	48.15		True
2459690.25009259	47.91		True
2459690.25003472	48.42		True
2459690.24997685	48.03		True
2459690.24990741	48.17		True
2459690.24984954	48.11		True
2459690.24979167	48.07		True
2459690.2497338	48.02		True
2459690.24966435	48.29		True
2459690.24960648	48.13		True
2459690.24954861	47.94		True
2459690.24949074	48.35		True
2459690.2494213	48.13		True
2459690.24936343	48		True
2459690.24930556	48.17		True
2459690.24924768	48.3		True
2459690.24917824	48.14		True
2459690.24912037	48.13		True
2459690.2490625	48.27		True
2459690.24900463	47.59		True
2459690.24893519	48.28		True
2459690.24887731	48.07		True
2459690.24881944	47.98		True
2459690.24876157	47.89		True
2459690.24869213	48.08		True
2459690.24863426	48.12		True
2459690.24857639	48.1		True
2459690.24851852	48.4		True
2459690.24844907	48.33		True
2459690.2483912	48.3		True
2459690.24833333	48.29		True
2459690.24827546	48.45		True
2459690.24820602	48.02		True
2459690.24814815	48.28		True
2459690.24809028	47.94		True
2459690.24803241	48.33		True
2459690.24796296	48.02		True
2459690.24790509	48.18		True
2459690.24784722	48.17		True
2459690.24778935	48.13		True
2459690.24773148	48.13		True
