JD	pressure		sunlit
2459690.31056713	1005.13		True
2459690.31050926	1005.14		True
2459690.31045139	1005.12		True
2459690.31039352	1005.13		True
2459690.31033565	1005.17		True
2459690.31027778	1005.16		True
2459690.31021991	1005.17		True
2459690.31016204	1005.18		True
2459690.31010417	1005.15		True
2459690.3100463	1005.13		True
2459690.30998843	1005.14		True
2459690.30993056	1005.16		True
2459690.30986111	1005.11		True
2459690.30980324	1005.15		True
2459690.30974537	1005.12		True
2459690.3096875	1005.15		True
2459690.30962963	1005.16		True
2459690.30957176	1005.15		True
2459690.30951389	1005.14		True
2459690.30945602	1005.14		True
2459690.30939815	1005.13		True
2459690.30934028	1005.16		True
2459690.30928241	1005.13		True
2459690.30922454	1005.09		True
2459690.30915509	1005.07		True
2459690.30909722	1005.06		True
2459690.30905093	1005.06		True
2459690.30898148	1005.06		True
2459690.30892361	1005.14		True
2459690.30886574	1005.14		True
2459690.30880787	1005.15		True
2459690.30875	1005.17		True
2459690.30869213	1005.16		True
2459690.30863426	1005.12		True
2459690.30857639	1005.15		True
2459690.30851852	1005.15		True
2459690.30844907	1005.16		True
2459690.3083912	1005.17		True
2459690.30833333	1005.17		True
2459690.30827546	1005.14		True
2459690.30820602	1005.15		True
2459690.30814815	1005.14		True
2459690.30809028	1005.17		True
2459690.30803241	1005.15		True
2459690.30797454	1005.16		True
2459690.30791667	1005.15		True
2459690.3078588	1005.15		True
2459690.30780093	1005.11		True
2459690.30773148	1005.13		True
2459690.30767361	1005.11		True
2459690.30761574	1005.14		True
2459690.30755787	1005.16		True
2459690.30748843	1005.19		True
2459690.30743056	1005.19		True
2459690.30737269	1005.16		True
2459690.30731481	1005.15		True
2459690.30725694	1005.15		True
2459690.30719907	1005.15		True
2459690.3071412	1005.16		True
2459690.30708333	1005.13		True
2459690.30701389	1005.14		True
2459690.30695602	1005.16		True
2459690.30689815	1005.14		True
2459690.30684028	1005.13		True
2459690.30677083	1005.14		True
2459690.30671296	1005.13		True
2459690.30665509	1005.12		True
2459690.30659722	1005.15		True
2459690.30652778	1005.09		True
2459690.30646991	1005.18		True
2459690.30641204	1005.14		True
2459690.30635417	1005.14		True
2459690.30628472	1005.14		True
2459690.30622685	1005.14		True
2459690.30616898	1005.15		True
2459690.30611111	1005.14		True
2459690.30604167	1005.17		True
2459690.3059838	1005.18		True
2459690.30592593	1005.19		True
2459690.30586806	1005.17		True
2459690.30581019	1005.2		True
2459690.30575231	1005.18		True
2459690.30569444	1005.19		True
2459690.30563657	1005.2		True
2459690.30556713	1005.22		True
2459690.30550926	1005.2		True
2459690.30545139	1005.18		True
2459690.30539352	1005.17		True
2459690.30532407	1005.21		True
2459690.3052662	1005.19		True
2459690.30520833	1005.21		True
2459690.30515046	1005.21		True
2459690.30508102	1005.23		True
2459690.30502315	1005.21		True
2459690.30496528	1005.21		True
2459690.30490741	1005.2		True
2459690.30483796	1005.18		True
2459690.30478009	1005.22		True
2459690.30472222	1005.2		True
2459690.30466435	1005.22		True
2459690.30459491	1005.21		True
2459690.30453704	1005.19		True
2459690.30447917	1005.22		True
2459690.3044213	1005.22		True
2459690.30435185	1005.19		True
2459690.30429398	1005.2		True
2459690.30423611	1005.16		True
2459690.30417824	1005.18		True
2459690.30412037	1005.18		True
2459690.3040625	1005.16		True
2459690.30400463	1005.15		True
2459690.30394676	1005.15		True
2459690.30387731	1005.14		True
2459690.30381944	1005.17		True
2459690.30376157	1005.14		True
2459690.3037037	1005.16		True
2459690.30364583	1005.2		True
2459690.30358796	1005.16		True
2459690.30353009	1005.19		True
2459690.30347222	1005.16		True
2459690.30341435	1005.19		True
2459690.30335648	1005.18		True
2459690.30329861	1005.19		True
2459690.30324074	1005.2		True
2459690.30318287	1005.17		True
2459690.303125	1005.16		True
2459690.30306713	1005.17		True
2459690.30300926	1005.17		True
2459690.30295139	1005.17		True
2459690.30289352	1005.18		True
2459690.30283565	1005.18		True
2459690.30277778	1005.21		True
2459690.30271991	1005.19		True
2459690.30266204	1005.17		True
2459690.30260417	1005.19		True
2459690.3025463	1005.2		True
2459690.30248843	1005.18		True
2459690.30243056	1005.2		True
2459690.30237269	1005.19		True
2459690.30231481	1005.17		True
2459690.30225694	1005.19		True
2459690.30219907	1005.17		True
2459690.3021412	1005.19		True
2459690.30208333	1005.21		True
2459690.30202546	1005.19		True
2459690.30196759	1005.17		True
2459690.30190972	1005.2		True
2459690.30185185	1005.17		True
2459690.30179398	1005.18		True
2459690.30173611	1005.18		True
2459690.30167824	1005.18		True
2459690.30162037	1005.2		True
2459690.3015625	1005.2		True
2459690.30150463	1005.22		True
2459690.30144676	1005.2		True
2459690.30138889	1005.19		True
2459690.30133102	1005.23		True
2459690.30127315	1005.21		True
2459690.30121528	1005.22		True
2459690.30115741	1005.21		True
2459690.30109954	1005.18		True
2459690.30104167	1005.18		True
2459690.3009838	1005.17		True
2459690.30092593	1005.2		True
2459690.30086806	1005.21		True
2459690.30081019	1005.2		True
2459690.30075231	1005.17		True
2459690.30069444	1005.18		True
2459690.30063657	1005.2		True
2459690.3005787	1005.21		True
2459690.30052083	1005.17		True
2459690.30046296	1005.19		True
2459690.30040509	1005.2		True
2459690.30034722	1005.21		True
2459690.30028935	1005.22		True
2459690.30023148	1005.23		True
2459690.30017361	1005.19		True
2459690.30011574	1005.23		True
2459690.30005787	1005.21		True
2459690.3	1005.19		True
2459690.29994213	1005.22		True
2459690.29988426	1005.18		True
2459690.29982639	1005.22		True
2459690.29976852	1005.2		True
2459690.29971065	1005.22		True
2459690.29965278	1005.22		True
2459690.29959491	1005.21		True
2459690.29953704	1005.22		True
2459690.29947917	1005.22		True
2459690.2994213	1005.21		True
2459690.29936343	1005.21		True
2459690.29930556	1005.22		True
2459690.29924769	1005.23		True
2459690.29918981	1005.24		True
2459690.29913194	1005.23		False
2459690.29907407	1005.23		False
2459690.2990162	1005.22		False
2459690.29895833	1005.24		False
2459690.29890046	1005.24		False
2459690.29884259	1005.22		False
2459690.29878472	1005.21		False
2459690.29872685	1005.21		False
2459690.29866898	1005.23		False
2459690.29861111	1005.2		False
2459690.29855324	1005.24		False
2459690.29849537	1005.18		False
2459690.2984375	1005.19		False
2459690.29837963	1005.22		False
2459690.29832176	1005.2		False
2459690.29826389	1005.17		False
2459690.29820602	1005.21		False
2459690.29814815	1005.22		False
2459690.29809028	1005.22		False
2459690.29803241	1005.21		False
2459690.29797454	1005.17		False
2459690.29791667	1005.21		False
2459690.2978588	1005.21		False
2459690.29780093	1005.19		False
2459690.29774306	1005.2		False
2459690.29768518	1005.22		False
2459690.29762731	1005.22		False
2459690.29756944	1005.24		False
2459690.29751157	1005.23		False
2459690.2974537	1005.25		False
2459690.29739583	1005.23		False
2459690.29733796	1005.22		False
2459690.29728009	1005.24		False
2459690.29722222	1005.24		False
2459690.29716435	1005.23		False
2459690.29710648	1005.23		False
2459690.29704861	1005.22		False
2459690.29699074	1005.2		False
2459690.29693287	1005.21		False
2459690.296875	1005.23		False
2459690.29681713	1005.21		False
2459690.29675926	1005.21		False
2459690.29670139	1005.23		False
2459690.29664352	1005.25		False
2459690.29658565	1005.23		False
2459690.29652778	1005.21		False
2459690.29646991	1005.24		False
2459690.29641204	1005.21		False
2459690.29635417	1005.22		False
2459690.2962963	1005.21		False
2459690.29623843	1005.24		False
2459690.29618056	1005.25		False
2459690.29612269	1005.22		False
2459690.29606481	1005.23		False
2459690.29600694	1005.26		False
2459690.29594907	1005.24		False
2459690.2958912	1005.23		False
2459690.29583333	1005.24		False
2459690.29577546	1005.26		False
2459690.29571759	1005.28		False
2459690.29565972	1005.27		False
2459690.29560185	1005.28		False
2459690.29554398	1005.26		False
2459690.29548611	1005.24		False
2459690.29542824	1005.26		False
2459690.29537037	1005.24		False
2459690.2953125	1005.24		False
2459690.29525463	1005.25		False
2459690.29519676	1005.23		False
2459690.29513889	1005.27		False
2459690.29508102	1005.24		False
2459690.29502315	1005.28		False
2459690.29496528	1005.28		False
2459690.29490741	1005.23		False
2459690.29484954	1005.22		False
2459690.29479167	1005.21		False
2459690.2947338	1005.26		False
2459690.29467593	1005.26		False
2459690.29461806	1005.29		False
2459690.29456019	1005.25		False
2459690.29450231	1005.29		False
2459690.29444444	1005.28		False
2459690.29438657	1005.28		False
2459690.2943287	1005.27		False
2459690.29427083	1005.3		False
2459690.29421296	1005.27		False
2459690.29415509	1005.28		False
2459690.29409722	1005.29		False
2459690.29403935	1005.31		False
2459690.29398148	1005.28		False
2459690.29392361	1005.31		False
2459690.29386574	1005.29		False
2459690.29380787	1005.26		False
2459690.29375	1005.31		False
2459690.29369213	1005.28		False
2459690.29363426	1005.3		False
2459690.29357639	1005.28		False
2459690.29351852	1005.31		False
2459690.29346065	1005.26		False
2459690.29340278	1005.27		False
2459690.29334491	1005.3		False
2459690.29328704	1005.28		False
2459690.29322917	1005.24		False
2459690.2931713	1005.28		False
2459690.29311343	1005.28		False
2459690.29305556	1005.29		False
2459690.29299769	1005.28		False
2459690.29293981	1005.28		False
2459690.29288194	1005.3		False
2459690.29282407	1005.29		False
2459690.2927662	1005.27		False
2459690.29270833	1005.31		False
2459690.29265046	1005.28		False
2459690.29259259	1005.27		False
2459690.29253472	1005.29		False
2459690.29247685	1005.26		False
2459690.29241898	1005.31		False
2459690.29236111	1005.29		False
2459690.29230324	1005.24		False
2459690.29224537	1005.26		False
2459690.2921875	1005.27		False
2459690.29212963	1005.3		False
2459690.29207176	1005.29		False
2459690.29201389	1005.27		False
2459690.29195602	1005.28		False
2459690.29189815	1005.29		False
2459690.29184028	1005.27		False
2459690.29178241	1005.29		False
2459690.29172454	1005.31		False
2459690.29166667	1005.29		False
2459690.2916088	1005.31		False
2459690.29155093	1005.31		False
2459690.29149306	1005.29		False
2459690.29143519	1005.28		False
2459690.29137731	1005.3		False
2459690.29131944	1005.3		False
2459690.29126157	1005.28		False
2459690.2912037	1005.28		False
2459690.29114583	1005.32		False
2459690.29108796	1005.32		False
2459690.29103009	1005.31		False
2459690.29097222	1005.32		False
2459690.29091435	1005.33		False
2459690.29085648	1005.33		False
2459690.29079861	1005.35		False
2459690.29074074	1005.36		False
2459690.29068287	1005.37		False
2459690.290625	1005.36		False
2459690.29056713	1005.34		False
2459690.29050926	1005.33		False
2459690.29045139	1005.33		False
2459690.29039352	1005.35		False
2459690.29033565	1005.35		False
2459690.29027778	1005.32		False
2459690.29021991	1005.32		False
2459690.29016204	1005.34		False
2459690.29010417	1005.35		False
2459690.2900463	1005.35		False
2459690.28998843	1005.31		False
2459690.28993056	1005.34		False
2459690.28987269	1005.3		False
2459690.28981481	1005.27		False
2459690.28975694	1005.25		False
2459690.28969907	1005.28		False
2459690.2896412	1005.27		False
2459690.28958333	1005.26		False
2459690.28952546	1005.32		False
2459690.28946759	1005.26		False
2459690.28940972	1005.27		False
2459690.28935185	1005.3		False
2459690.28929398	1005.25		False
2459690.28923611	1005.24		False
2459690.28917824	1005.26		False
2459690.28912037	1005.23		False
2459690.2890625	1005.26		False
2459690.28900463	1005.23		False
2459690.28894676	1005.27		False
2459690.28888889	1005.25		False
2459690.28883102	1005.26		False
2459690.28877315	1005.25		False
2459690.28871528	1005.25		False
2459690.28865741	1005.23		False
2459690.28859954	1005.24		False
2459690.28854167	1005.25		False
2459690.2884838	1005.23		False
2459690.28842593	1005.26		False
2459690.28836806	1005.27		False
2459690.28831019	1005.26		False
2459690.28825231	1005.21		False
2459690.28819444	1005.22		False
2459690.28813657	1005.24		False
2459690.2880787	1005.23		False
2459690.28802083	1005.22		False
2459690.28796296	1005.23		False
2459690.28790509	1005.2		False
2459690.28784722	1005.22		False
2459690.28778935	1005.21		False
2459690.28773148	1005.21		False
2459690.28767361	1005.23		False
2459690.28761574	1005.22		False
2459690.28755787	1005.23		False
2459690.2875	1005.25		False
2459690.28744213	1005.26		False
2459690.28738426	1005.23		False
2459690.28732639	1005.22		False
2459690.28726852	1005.24		False
2459690.28721065	1005.29		False
2459690.28715278	1005.25		False
2459690.28709491	1005.27		False
2459690.28703704	1005.24		False
2459690.28697917	1005.25		False
2459690.2869213	1005.28		False
2459690.28686343	1005.24		False
2459690.28680556	1005.23		False
2459690.28674769	1005.27		False
2459690.28668981	1005.28		False
2459690.28663194	1005.24		False
2459690.28657407	1005.26		False
2459690.2865162	1005.27		False
2459690.28645833	1005.26		False
2459690.28640046	1005.23		False
2459690.28634259	1005.23		False
2459690.28628472	1005.24		False
2459690.28622685	1005.26		False
2459690.28616898	1005.26		False
2459690.28611111	1005.26		False
2459690.28605324	1005.26		False
2459690.28599537	1005.25		False
2459690.2859375	1005.25		False
2459690.28587963	1005.27		False
2459690.28582176	1005.27		False
2459690.28576389	1005.24		False
2459690.28570602	1005.28		False
2459690.28564815	1005.27		False
2459690.28559028	1005.25		False
2459690.28553241	1005.27		False
2459690.28547454	1005.28		False
2459690.28541667	1005.26		False
2459690.2853588	1005.28		False
2459690.28530093	1005.27		False
2459690.28524306	1005.25		False
2459690.28518519	1005.26		False
2459690.28512731	1005.28		False
2459690.28506944	1005.26		False
2459690.28501157	1005.28		False
2459690.2849537	1005.27		False
2459690.28489583	1005.26		False
2459690.28483796	1005.27		False
2459690.28478009	1005.24		False
2459690.28472222	1005.26		False
2459690.28466435	1005.23		False
2459690.28460648	1005.27		False
2459690.28454861	1005.24		False
2459690.28449074	1005.22		False
2459690.28443287	1005.23		False
2459690.284375	1005.22		False
2459690.28431713	1005.24		False
2459690.28425926	1005.24		False
2459690.28420139	1005.21		False
2459690.28414352	1005.25		False
2459690.28408565	1005.25		False
2459690.28402778	1005.22		False
2459690.28396991	1005.28		False
2459690.28391204	1005.26		False
2459690.28385417	1005.26		False
2459690.2837963	1005.25		False
2459690.28373843	1005.24		False
2459690.28368056	1005.23		False
2459690.28362269	1005.23		False
2459690.28356481	1005.22		False
2459690.28350694	1005.25		False
2459690.28344907	1005.22		False
2459690.2833912	1005.23		False
2459690.28333333	1005.23		False
2459690.28327546	1005.24		False
2459690.28321759	1005.21		False
2459690.28315972	1005.25		False
2459690.28310185	1005.24		False
2459690.28304398	1005.25		False
2459690.28298611	1005.23		False
2459690.28292824	1005.25		False
2459690.28287037	1005.25		False
2459690.2828125	1005.24		False
2459690.28275463	1005.27		False
2459690.28269676	1005.29		False
2459690.28263889	1005.26		False
2459690.28258102	1005.26		False
2459690.28252315	1005.26		False
2459690.28246528	1005.28		False
2459690.28240741	1005.26		False
2459690.28234954	1005.29		False
2459690.28229167	1005.28		False
2459690.2822338	1005.27		False
2459690.28217593	1005.29		False
2459690.28211806	1005.3		False
2459690.28206019	1005.29		False
2459690.28200231	1005.28		False
2459690.28194444	1005.26		False
2459690.28188657	1005.29		False
2459690.2818287	1005.3		False
2459690.28177083	1005.29		False
2459690.28171296	1005.29		False
2459690.28165509	1005.28		False
2459690.28159722	1005.32		False
2459690.28153935	1005.31		False
2459690.28148148	1005.31		False
2459690.28142361	1005.3		False
2459690.28136574	1005.31		False
2459690.28130787	1005.3		False
2459690.28125	1005.27		False
2459690.28119213	1005.31		False
2459690.28113426	1005.3		False
2459690.28107639	1005.32		False
2459690.28101852	1005.27		False
2459690.28096065	1005.3		False
2459690.28090278	1005.27		False
2459690.28084491	1005.28		False
2459690.28078704	1005.31		False
2459690.28072917	1005.27		False
2459690.2806713	1005.29		False
2459690.28061343	1005.29		False
2459690.28055556	1005.3		False
2459690.28049769	1005.29		False
2459690.28043981	1005.28		False
2459690.28038194	1005.27		False
2459690.28032407	1005.28		False
2459690.2802662	1005.28		False
2459690.28020833	1005.3		False
2459690.28015046	1005.29		False
2459690.28009259	1005.28		False
2459690.28003472	1005.28		False
2459690.27997685	1005.3		False
2459690.27991898	1005.28		False
2459690.27986111	1005.28		False
2459690.27980324	1005.31		False
2459690.27974537	1005.29		False
2459690.2796875	1005.32		False
2459690.27962963	1005.29		False
2459690.27957176	1005.28		False
2459690.27951389	1005.3		False
2459690.27945602	1005.3		False
2459690.27939815	1005.28		False
2459690.27934028	1005.24		False
2459690.27928241	1005.29		False
2459690.27922454	1005.31		False
2459690.27916667	1005.28		False
2459690.2791088	1005.26		False
2459690.27905093	1005.28		False
2459690.27899306	1005.28		False
2459690.27893519	1005.29		False
2459690.27887731	1005.3		False
2459690.27881944	1005.29		False
2459690.27876157	1005.27		False
2459690.2787037	1005.28		False
2459690.27864583	1005.28		False
2459690.27858796	1005.3		False
2459690.27853009	1005.28		False
2459690.27847222	1005.31		False
2459690.27841435	1005.31		False
2459690.27835648	1005.3		False
2459690.27829861	1005.29		False
2459690.27824074	1005.27		False
2459690.27818287	1005.29		False
2459690.278125	1005.31		False
2459690.27806713	1005.29		False
2459690.27800926	1005.29		False
2459690.27795139	1005.3		False
2459690.27789352	1005.29		False
2459690.27783565	1005.27		False
2459690.27777778	1005.28		False
2459690.27771991	1005.3		False
2459690.27766204	1005.26		False
2459690.27760417	1005.23		False
2459690.2775463	1005.24		False
2459690.27748843	1005.26		False
2459690.27743056	1005.26		False
2459690.27737269	1005.28		False
2459690.27731481	1005.27		False
2459690.27725694	1005.3		False
2459690.27719907	1005.29		False
2459690.2771412	1005.29		False
2459690.27708333	1005.29		False
2459690.27702546	1005.27		False
2459690.27696759	1005.31		False
2459690.27690972	1005.34		False
2459690.27685185	1005.33		False
2459690.27679398	1005.3		False
2459690.27673611	1005.32		False
2459690.27667824	1005.32		False
2459690.27662037	1005.34		False
2459690.2765625	1005.31		False
2459690.27650463	1005.28		False
2459690.27644676	1005.31		False
2459690.27638889	1005.31		False
2459690.27633102	1005.31		False
2459690.27627315	1005.32		False
2459690.27621528	1005.31		False
2459690.27615741	1005.31		False
2459690.27609954	1005.3		False
2459690.27604167	1005.31		False
2459690.2759838	1005.28		False
2459690.27592593	1005.33		False
2459690.27586806	1005.3		False
2459690.27581019	1005.3		False
2459690.27575231	1005.32		False
2459690.27569444	1005.3		False
2459690.27563657	1005.32		False
2459690.2755787	1005.31		False
2459690.27552083	1005.3		False
2459690.27546296	1005.29		False
2459690.27540509	1005.28		False
2459690.27534722	1005.3		False
2459690.27528935	1005.29		False
2459690.27523148	1005.29		False
2459690.27517361	1005.3		True
2459690.27511574	1005.29		True
2459690.27505787	1005.31		True
2459690.27494213	1005.3		True
2459690.27488426	1005.29		True
2459690.27482639	1005.3		True
2459690.27476852	1005.33		True
2459690.27471065	1005.28		True
2459690.27465278	1005.29		True
2459690.27459491	1005.3		True
2459690.27453704	1005.32		True
2459690.27447917	1005.32		True
2459690.2744213	1005.31		True
2459690.27436343	1005.29		True
2459690.27430556	1005.32		True
2459690.27424769	1005.32		True
2459690.27418981	1005.35		True
2459690.27413194	1005.36		True
2459690.27407407	1005.33		True
2459690.2740162	1005.34		True
2459690.27395833	1005.34		True
2459690.27390046	1005.35		True
2459690.27384259	1005.32		True
2459690.27378472	1005.34		True
2459690.27372685	1005.34		True
2459690.27366898	1005.34		True
2459690.27361111	1005.33		True
2459690.27355324	1005.35		True
2459690.27349537	1005.31		True
2459690.2734375	1005.33		True
2459690.27337963	1005.32		True
2459690.27332176	1005.33		True
2459690.27326389	1005.36		True
2459690.27320602	1005.32		True
2459690.27314815	1005.33		True
2459690.27309028	1005.32		True
2459690.27303241	1005.34		True
2459690.27297454	1005.36		True
2459690.27291667	1005.33		True
2459690.2728588	1005.32		True
2459690.27280093	1005.32		True
2459690.27274306	1005.33		True
2459690.27268519	1005.32		True
2459690.27262731	1005.3		True
2459690.27256944	1005.31		True
2459690.27251157	1005.32		True
2459690.2724537	1005.35		True
2459690.27239583	1005.31		True
2459690.27233796	1005.32		True
2459690.27228009	1005.32		True
2459690.27222222	1005.31		True
2459690.27216435	1005.34		True
2459690.27210648	1005.31		True
2459690.27204861	1005.34		True
2459690.27199074	1005.32		True
2459690.2719213	1005.34		True
2459690.27186343	1005.35		True
2459690.27180556	1005.33		True
2459690.27174768	1005.3		True
2459690.27168981	1005.33		True
2459690.27163194	1005.33		True
2459690.27157407	1005.32		True
2459690.2715162	1005.32		True
2459690.27144676	1005.35		True
2459690.27138889	1005.35		True
2459690.27133102	1005.31		True
2459690.27127315	1005.32		True
2459690.27121528	1005.34		True
2459690.27115741	1005.34		True
2459690.27109954	1005.32		True
2459690.27104167	1005.31		True
2459690.27097222	1005.34		True
2459690.27091435	1005.29		True
2459690.27085648	1005.33		True
2459690.27079861	1005.34		True
2459690.27074074	1005.33		True
2459690.27068287	1005.34		True
2459690.270625	1005.34		True
2459690.27056713	1005.32		True
2459690.27049769	1005.35		True
2459690.27043981	1005.34		True
2459690.27038194	1005.36		True
2459690.27032407	1005.35		True
2459690.2702662	1005.34		True
2459690.27020833	1005.35		True
2459690.27015046	1005.35		True
2459690.27009259	1005.34		True
2459690.27002315	1005.3		True
2459690.26996528	1005.31		True
2459690.26990741	1005.36		True
2459690.26984954	1005.3		True
2459690.26979167	1005.33		True
2459690.2697338	1005.32		True
2459690.26967593	1005.33		True
2459690.26961806	1005.29		True
2459690.26954861	1005.31		True
2459690.26949074	1005.32		True
2459690.26943287	1005.32		True
2459690.269375	1005.33		True
2459690.26930556	1005.31		True
2459690.26924769	1005.29		True
2459690.26918981	1005.31		True
2459690.26913194	1005.3		True
2459690.2690625	1005.32		True
2459690.26900463	1005.31		True
2459690.26894676	1005.33		True
2459690.26888889	1005.29		True
2459690.26881944	1005.31		True
2459690.26876157	1005.32		True
2459690.2687037	1005.3		True
2459690.26864583	1005.28		True
2459690.26857639	1005.3		True
2459690.26851852	1005.29		True
2459690.26846065	1005.27		True
2459690.26840278	1005.29		True
2459690.26834491	1005.29		True
2459690.26828704	1005.28		True
2459690.26822917	1005.23		True
2459690.2681713	1005.24		True
2459690.26810185	1005.23		True
2459690.26804398	1005.22		True
2459690.26798611	1005.22		True
2459690.26792824	1005.23		True
2459690.2678588	1005.21		True
2459690.26780093	1005.27		True
2459690.26774306	1005.27		True
2459690.26768519	1005.25		True
2459690.26761574	1005.22		True
2459690.26755787	1005.22		True
2459690.2675	1005.25		True
2459690.26744213	1005.26		True
2459690.26737268	1005.27		True
2459690.26731481	1005.25		True
2459690.26725694	1005.21		True
2459690.26719907	1005.22		True
2459690.26712963	1005.25		True
2459690.26707176	1005.24		True
2459690.26701389	1005.24		True
2459690.26695602	1005.22		True
2459690.26688657	1005.24		True
2459690.2668287	1005.2		True
2459690.26677083	1005.21		True
2459690.26671296	1005.23		True
2459690.26665509	1005.22		True
2459690.26659722	1005.2		True
2459690.26653935	1005.22		True
2459690.26648148	1005.21		True
2459690.26641204	1005.22		True
2459690.26635417	1005.21		True
2459690.2662963	1005.23		True
2459690.26623843	1005.22		True
2459690.26616898	1005.24		True
2459690.26611111	1005.24		True
2459690.26605324	1005.22		True
2459690.26599537	1005.23		True
2459690.26592593	1005.26		True
2459690.26586806	1005.25		True
2459690.26581019	1005.24		True
2459690.26575231	1005.21		True
2459690.26569444	1005.23		True
2459690.26563657	1005.21		True
2459690.2655787	1005.24		True
2459690.26552083	1005.24		True
2459690.26545139	1005.25		True
2459690.26539352	1005.26		True
2459690.26533565	1005.26		True
2459690.26527778	1005.25		True
2459690.26520833	1005.2		True
2459690.26515046	1005.26		True
2459690.26509259	1005.25		True
2459690.26503472	1005.24		True
2459690.26497685	1005.23		True
2459690.26491898	1005.23		True
2459690.26486111	1005.26		True
2459690.26480324	1005.26		True
2459690.2647338	1005.25		True
2459690.26467593	1005.25		True
2459690.26461806	1005.24		True
2459690.26456019	1005.24		True
2459690.26449074	1005.26		True
2459690.26443287	1005.23		True
2459690.264375	1005.21		True
2459690.26431713	1005.23		True
2459690.26424769	1005.23		True
2459690.26418981	1005.26		True
2459690.26413194	1005.23		True
2459690.26407407	1005.2		True
2459690.2640162	1005.2		True
2459690.26395833	1005.24		True
2459690.26390046	1005.19		True
2459690.26384259	1005.23		True
2459690.26377315	1005.22		True
2459690.26371528	1005.2		True
2459690.26365741	1005.22		True
2459690.26359954	1005.2		True
2459690.26354167	1005.2		True
2459690.2634838	1005.2		True
2459690.26342593	1005.18		True
2459690.26336806	1005.24		True
2459690.26329861	1005.19		True
2459690.26324074	1005.17		True
2459690.26318287	1005.19		True
2459690.263125	1005.2		True
2459690.26306713	1005.2		True
2459690.26300926	1005.18		True
2459690.26295139	1005.2		True
2459690.26289352	1005.21		True
2459690.26282407	1005.2		True
2459690.2627662	1005.18		True
2459690.26270833	1005.23		True
2459690.26265046	1005.21		True
2459690.26259259	1005.21		True
2459690.26253472	1005.24		True
2459690.26247685	1005.21		True
2459690.26241898	1005.21		True
2459690.26234954	1005.22		True
2459690.26229167	1005.22		True
2459690.2622338	1005.26		True
2459690.26217593	1005.24		True
2459690.26210648	1005.28		True
2459690.26204861	1005.24		True
2459690.26199074	1005.25		True
2459690.26193287	1005.28		True
2459690.26186343	1005.25		True
2459690.26180556	1005.24		True
2459690.26174769	1005.22		True
2459690.26168981	1005.32		True
2459690.26163194	1005.31		True
2459690.26157407	1005.31		True
2459690.2615162	1005.3		True
2459690.26145833	1005.29		True
2459690.26138889	1005.29		True
2459690.26133102	1005.27		True
2459690.26127315	1005.28		True
2459690.26121528	1005.28		True
2459690.26114583	1005.29		True
2459690.26108796	1005.27		True
2459690.26103009	1005.28		True
2459690.26097222	1005.28		True
2459690.26091435	1005.31		True
2459690.26085648	1005.26		True
2459690.26079861	1005.3		True
2459690.26074074	1005.29		True
2459690.2606713	1005.31		True
2459690.26061343	1005.33		True
2459690.26055556	1005.28		True
2459690.26049768	1005.32		True
2459690.26042824	1005.29		True
2459690.26037037	1005.3		True
2459690.2603125	1005.32		True
2459690.26025463	1005.31		True
2459690.26018519	1005.3		True
2459690.26012731	1005.32		True
2459690.26006944	1005.29		True
2459690.26001157	1005.27		True
2459690.2599537	1005.32		True
2459690.25989583	1005.3		True
2459690.25983796	1005.33		True
2459690.25978009	1005.35		True
2459690.25971065	1005.29		True
2459690.25965278	1005.34		True
2459690.25959491	1005.32		True
2459690.25953704	1005.3		True
2459690.25946759	1005.31		True
2459690.25940972	1005.31		True
2459690.25935185	1005.32		True
2459690.25929398	1005.3		True
2459690.25923611	1005.32		True
2459690.25917824	1005.29		True
2459690.25912037	1005.31		True
2459690.2590625	1005.33		True
2459690.25899306	1005.3		True
2459690.25893518	1005.31		True
2459690.25887731	1005.3		True
2459690.25881944	1005.33		True
2459690.25875	1005.31		True
2459690.25869213	1005.31		True
2459690.25863426	1005.31		True
2459690.25857639	1005.32		True
2459690.25851852	1005.32		True
2459690.25846065	1005.31		True
2459690.25840278	1005.31		True
2459690.25834491	1005.28		True
2459690.25827546	1005.34		True
2459690.25821759	1005.29		True
2459690.25815972	1005.31		True
2459690.25810185	1005.31		True
2459690.25804398	1005.31		True
2459690.25798611	1005.31		True
2459690.25792824	1005.29		True
2459690.25787037	1005.3		True
2459690.25780093	1005.3		True
2459690.25774306	1005.31		True
2459690.25768519	1005.3		True
2459690.25762731	1005.28		True
2459690.25755787	1005.27		True
2459690.2575	1005.27		True
2459690.25744213	1005.26		True
2459690.25738426	1005.28		True
2459690.25731481	1005.29		True
2459690.25725694	1005.29		True
2459690.25719907	1005.28		True
2459690.2571412	1005.26		True
2459690.25708333	1005.3		True
2459690.25702546	1005.3		True
2459690.25696759	1005.3		True
2459690.25690972	1005.3		True
2459690.25685185	1005.3		True
2459690.25679398	1005.31		True
2459690.25673611	1005.31		True
2459690.25667824	1005.3		True
2459690.2566088	1005.29		True
2459690.25655093	1005.31		True
2459690.25649306	1005.28		True
2459690.25643519	1005.28		True
2459690.25636574	1005.25		True
2459690.25630787	1005.27		True
2459690.25625	1005.28		True
2459690.25619213	1005.29		True
2459690.25613426	1005.29		True
2459690.25607639	1005.27		True
2459690.25601852	1005.31		True
2459690.25596065	1005.29		True
2459690.2558912	1005.3		True
2459690.25583333	1005.33		True
