JD	pressure		sunlit
2459690.35331018	1005.28		False
2459690.35325231	1005.31		False
2459690.35319444	1005.33		False
2459690.35313657	1005.32		False
2459690.3530787	1005.22		False
2459690.35302083	1005.32		False
2459690.35296296	1005.3		False
2459690.35290509	1005.34		False
2459690.35284722	1005.3		False
2459690.35278935	1005.28		False
2459690.35273148	1005.3		False
2459690.35267361	1005.3		False
2459690.35261574	1005.3		False
2459690.35255787	1005.3		False
2459690.3525	1005.28		False
2459690.35244213	1005.29		False
2459690.35238426	1005.27		False
2459690.35232639	1005.28		False
2459690.35226852	1005.3		False
2459690.35221065	1005.3		False
2459690.35215278	1005.3		False
2459690.35209491	1005.25		False
2459690.35203704	1005.26		False
2459690.35197917	1005.28		False
2459690.3519213	1005.3		False
2459690.35186343	1005.27		False
2459690.35180556	1005.28		False
2459690.35174768	1005.29		False
2459690.35168981	1005.3		False
2459690.35163194	1005.29		False
2459690.35157407	1005.28		False
2459690.3515162	1005.29		False
2459690.35145833	1005.26		False
2459690.35140046	1005.31		False
2459690.35134259	1005.25		False
2459690.35128472	1005.27		False
2459690.35122685	1005.29		False
2459690.35116898	1005.3		False
2459690.35111111	1005.33		False
2459690.35105324	1005.36		False
2459690.35099537	1005.34		False
2459690.3509375	1005.35		False
2459690.35087963	1005.33		False
2459690.35082176	1005.31		False
2459690.35076389	1005.32		False
2459690.35070602	1005.33		False
2459690.35064815	1005.33		False
2459690.35059028	1005.32		False
2459690.35053241	1005.33		False
2459690.35047454	1005.33		False
2459690.35041667	1005.31		False
2459690.3503588	1005.33		False
2459690.35030093	1005.33		False
2459690.35024306	1005.34		False
2459690.35018518	1005.32		False
2459690.35012731	1005.36		False
2459690.35006944	1005.34		False
2459690.35001157	1005.35		False
2459690.3499537	1005.32		False
2459690.34989583	1005.38		False
2459690.34983796	1005.36		False
2459690.34978009	1005.37		False
2459690.34972222	1005.37		False
2459690.34966435	1005.36		False
2459690.34960648	1005.37		False
2459690.34954861	1005.38		False
2459690.34949074	1005.37		False
2459690.34943287	1005.36		False
2459690.349375	1005.35		False
2459690.34931713	1005.36		False
2459690.34925926	1005.35		False
2459690.34920139	1005.35		False
2459690.34914352	1005.39		False
2459690.34908565	1005.36		False
2459690.34902778	1005.36		False
2459690.34896991	1005.37		False
2459690.34891204	1005.36		False
2459690.34885417	1005.34		False
2459690.3487963	1005.3		False
2459690.34873843	1005.34		False
2459690.34868056	1005.34		False
2459690.34862268	1005.34		False
2459690.34856481	1005.31		False
2459690.34850694	1005.35		False
2459690.34844907	1005.31		False
2459690.3483912	1005.37		False
2459690.34833333	1005.36		False
2459690.34827546	1005.38		False
2459690.34821759	1005.36		False
2459690.34815972	1005.36		False
2459690.34810185	1005.37		False
2459690.34804398	1005.36		False
2459690.34798611	1005.35		False
2459690.34792824	1005.37		False
2459690.34787037	1005.36		False
2459690.3478125	1005.36		False
2459690.34775463	1005.37		False
2459690.34769676	1005.37		False
2459690.34763889	1005.37		False
2459690.34758102	1005.34		False
2459690.34752315	1005.35		False
2459690.34746528	1005.39		False
2459690.34740741	1005.36		False
2459690.34734954	1005.36		False
2459690.34729167	1005.36		False
2459690.3472338	1005.39		False
2459690.34717593	1005.38		False
2459690.34711806	1005.35		False
2459690.34706019	1005.34		False
2459690.34700231	1005.36		False
2459690.34694444	1005.37		False
2459690.34688657	1005.4		False
2459690.3468287	1005.35		False
2459690.34677083	1005.36		False
2459690.34671296	1005.34		False
2459690.34665509	1005.34		False
2459690.34659722	1005.34		False
2459690.34653935	1005.34		False
2459690.34648148	1005.36		False
2459690.34642361	1005.35		False
2459690.34636574	1005.36		False
2459690.34630787	1005.32		False
2459690.34625	1005.34		False
2459690.34619213	1005.33		False
2459690.34613426	1005.31		False
2459690.34607639	1005.32		False
2459690.34601852	1005.34		False
2459690.34596065	1005.37		False
2459690.34590278	1005.36		False
2459690.34584491	1005.32		False
2459690.34578704	1005.33		False
2459690.34572917	1005.32		False
2459690.3456713	1005.36		False
2459690.34561343	1005.38		False
2459690.34555556	1005.34		False
2459690.34549768	1005.33		False
2459690.34543982	1005.33		False
2459690.34538194	1005.35		False
2459690.34532407	1005.36		False
2459690.3452662	1005.34		False
2459690.34520833	1005.34		False
2459690.34515046	1005.33		False
2459690.34509259	1005.35		False
2459690.34503472	1005.3		False
2459690.34497685	1005.27		False
2459690.34491898	1005.29		False
2459690.34486111	1005.3		False
2459690.34480324	1005.3		False
2459690.34474537	1005.28		False
2459690.3446875	1005.29		False
2459690.34462963	1005.32		False
2459690.34457176	1005.28		False
2459690.34451389	1005.28		False
2459690.34445602	1005.29		False
2459690.34439815	1005.27		False
2459690.34434028	1005.27		False
2459690.34428241	1005.28		False
2459690.34422454	1005.28		False
2459690.34416667	1005.28		False
2459690.3441088	1005.27		False
2459690.34405093	1005.28		False
2459690.34399306	1005.29		False
2459690.34393518	1005.26		False
2459690.34387731	1005.28		False
2459690.34381944	1005.28		False
2459690.34376157	1005.28		False
2459690.3437037	1005.27		False
2459690.34364583	1005.29		False
2459690.34358796	1005.28		False
2459690.34353009	1005.3		False
2459690.34347222	1005.31		False
2459690.34341435	1005.31		False
2459690.34335648	1005.27		False
2459690.34329861	1005.3		False
2459690.34324074	1005.32		False
2459690.34318287	1005.3		False
2459690.343125	1005.29		False
2459690.34306713	1005.29		False
2459690.34300926	1005.32		False
2459690.34295139	1005.3		False
2459690.34289352	1005.28		False
2459690.34283565	1005.31		False
2459690.34277778	1005.29		False
2459690.34271991	1005.3		False
2459690.34266204	1005.26		False
2459690.34260417	1005.26		False
2459690.3425463	1005.27		False
2459690.34248843	1005.28		False
2459690.34243056	1005.23		False
2459690.34237268	1005.22		False
2459690.34231481	1005.27		False
2459690.34225694	1005.27		False
2459690.34219907	1005.24		False
2459690.3421412	1005.28		False
2459690.34208333	1005.25		False
2459690.34202546	1005.28		False
2459690.34196759	1005.28		False
2459690.34190972	1005.27		False
2459690.34185185	1005.24		False
2459690.34179398	1005.25		False
2459690.34173611	1005.27		False
2459690.34167824	1005.24		False
2459690.34162037	1005.23		False
2459690.3415625	1005.22		False
2459690.34150463	1005.22		False
2459690.34144676	1005.24		False
2459690.34138889	1005.22		False
2459690.34133102	1005.23		False
2459690.34127315	1005.22		False
2459690.34121528	1005.23		False
2459690.34115741	1005.25		False
2459690.34109954	1005.23		False
2459690.34104167	1005.28		False
2459690.3409838	1005.25		False
2459690.34092593	1005.24		False
2459690.34086806	1005.22		False
2459690.34081019	1005.21		False
2459690.34075231	1005.22		False
2459690.34069444	1005.22		False
2459690.34063657	1005.22		False
2459690.3405787	1005.21		False
2459690.34052083	1005.23		False
2459690.34046296	1005.22		False
2459690.34040509	1005.23		False
2459690.34034722	1005.18		False
2459690.34028935	1005.26		False
2459690.34023148	1005.26		False
2459690.34017361	1005.28		False
2459690.34011574	1005.23		False
2459690.34005787	1005.23		False
2459690.34	1005.24		False
2459690.33994213	1005.26		False
2459690.33988426	1005.25		False
2459690.33982639	1005.25		False
2459690.33976852	1005.23		False
2459690.33971065	1005.26		False
2459690.33965278	1005.2		True
2459690.33959491	1005.2		True
2459690.33953704	1005.16		True
2459690.33947917	1005.14		True
2459690.3394213	1005.13		True
2459690.33936343	1005.19		True
2459690.33930556	1005.15		True
2459690.33924769	1005.15		True
2459690.33918981	1005.15		True
2459690.33913194	1005.17		True
2459690.33907407	1005.19		True
2459690.3390162	1005.16		True
2459690.33895833	1005.16		True
2459690.33890046	1005.16		True
2459690.33884259	1005.16		True
2459690.33878472	1005.15		True
2459690.33872685	1005.12		True
2459690.33866898	1005.15		True
2459690.33861111	1005.15		True
2459690.33855324	1005.12		True
2459690.33849537	1005.12		True
2459690.3384375	1005.12		True
2459690.33837963	1005.14		True
2459690.33832176	1005.13		True
2459690.33826389	1005.14		True
2459690.33820602	1005.17		True
2459690.33814815	1005.18		True
2459690.33809028	1005.19		True
2459690.33803241	1005.19		True
2459690.33797454	1005.17		True
2459690.33791667	1005.19		True
2459690.3378588	1005.2		True
2459690.33780093	1005.22		True
2459690.33774306	1005.21		True
2459690.33768518	1005.17		True
2459690.33762732	1005.19		True
2459690.33756944	1005.19		True
2459690.33751157	1005.19		True
2459690.3374537	1005.15		True
2459690.33739583	1005.19		True
2459690.33733796	1005.14		True
2459690.33728009	1005.13		True
2459690.33722222	1005.16		True
2459690.33716435	1005.19		True
2459690.33710648	1005.17		True
2459690.33704861	1005.18		True
2459690.33699074	1005.16		True
2459690.33693287	1005.2		True
2459690.336875	1005.17		True
2459690.33681713	1005.16		True
2459690.33675926	1005.18		True
2459690.33670139	1005.16		True
2459690.33664352	1005.17		True
2459690.33658565	1005.14		True
2459690.33652778	1005.15		True
2459690.33646991	1005.19		True
2459690.33641204	1005.17		True
2459690.33634259	1005.19		True
2459690.33628472	1005.17		True
2459690.33622685	1005.16		True
2459690.33616898	1005.17		True
2459690.33611111	1005.19		True
2459690.33605324	1005.15		True
2459690.33599537	1005.18		True
2459690.3359375	1005.18		True
2459690.33586806	1005.2		True
2459690.33581019	1005.16		True
2459690.33575231	1005.17		True
2459690.33569444	1005.18		True
2459690.33563657	1005.16		True
2459690.3355787	1005.15		True
2459690.33552083	1005.14		True
2459690.33546296	1005.19		True
2459690.33539352	1005.17		True
2459690.33533565	1005.2		True
2459690.33527778	1005.19		True
2459690.33521991	1005.16		True
2459690.33516204	1005.17		True
2459690.33510417	1005.2		True
2459690.3350463	1005.16		True
2459690.33498843	1005.19		True
2459690.33491898	1005.21		True
2459690.33486111	1005.18		True
2459690.33480324	1005.15		True
2459690.33474537	1005.18		True
2459690.3346875	1005.17		True
2459690.33462963	1005.2		True
2459690.33457176	1005.17		True
2459690.33451389	1005.18		True
2459690.33444444	1005.16		True
2459690.33438657	1005.15		True
2459690.3343287	1005.16		True
2459690.33427083	1005.17		True
2459690.33420139	1005.15		True
2459690.33414352	1005.18		True
2459690.33408565	1005.18		True
2459690.33402778	1005.13		True
2459690.33396991	1005.15		True
2459690.33391204	1005.16		True
2459690.33385417	1005.16		True
2459690.3337963	1005.17		True
2459690.33372685	1005.12		True
2459690.33366898	1005.17		True
2459690.33361111	1005.19		True
2459690.33355324	1005.2		True
2459690.33349537	1005.16		True
2459690.3334375	1005.13		True
2459690.33337963	1005.15		True
2459690.33332176	1005.15		True
2459690.33325231	1005.12		True
2459690.33319444	1005.15		True
2459690.33313657	1005.15		True
2459690.3330787	1005.16		True
2459690.33300926	1005.14		True
2459690.33295139	1005.15		True
2459690.33289352	1005.14		True
2459690.33283565	1005.12		True
2459690.3327662	1005.14		True
2459690.33270833	1005.11		True
2459690.33265046	1005.15		True
2459690.33259259	1005.14		True
2459690.33252315	1005.14		True
2459690.33246528	1005.16		True
2459690.33240741	1005.18		True
2459690.33234954	1005.15		True
2459690.33228009	1005.16		True
2459690.33222222	1005.11		True
2459690.33216435	1005.13		True
2459690.33210648	1005.12		True
2459690.33203704	1005.14		True
2459690.33197917	1005.14		True
2459690.3319213	1005.13		True
2459690.33186343	1005.12		True
2459690.33179398	1005.1		True
2459690.33173611	1005.12		True
2459690.33167824	1005.1		True
2459690.33162037	1005.13		True
2459690.33155093	1005.1		True
2459690.33149306	1005.13		True
2459690.33143519	1005.13		True
2459690.33137731	1005.14		True
2459690.33131944	1005.1		True
2459690.33126157	1005.12		True
2459690.3312037	1005.14		True
2459690.33114583	1005.15		True
2459690.33107639	1005.16		True
2459690.33101852	1005.11		True
2459690.33096065	1005.12		True
2459690.33090278	1005.12		True
2459690.33083333	1005.13		True
2459690.33077546	1005.12		True
2459690.33071759	1005.11		True
2459690.33065972	1005.13		True
2459690.33059028	1005.12		True
2459690.33053241	1005.12		True
2459690.33047454	1005.11		True
2459690.33041667	1005.12		True
2459690.33034722	1005.11		True
2459690.33028935	1005.09		True
2459690.33023148	1005.11		True
2459690.33017361	1005.11		True
2459690.33011574	1005.1		True
2459690.33005787	1005.13		True
2459690.33	1005.11		True
2459690.32994213	1005.1		True
2459690.32987268	1005.1		True
2459690.32981482	1005.1		True
2459690.32975694	1005.06		True
2459690.32969907	1005.1		True
2459690.3296412	1005.09		True
2459690.32958333	1005.1		True
2459690.32952546	1005.11		True
2459690.32946759	1005.12		True
2459690.32939815	1005.13		True
2459690.32934028	1005.09		True
2459690.32928241	1005.11		True
2459690.32922454	1005.11		True
2459690.32916667	1005.12		True
2459690.3291088	1005.11		True
2459690.32905093	1005.13		True
2459690.32899306	1005.11		True
2459690.32893518	1005.13		True
2459690.32887731	1005.11		True
2459690.32881944	1005.13		True
2459690.32876157	1005.16		True
2459690.32869213	1005.13		True
2459690.32863426	1005.14		True
2459690.32857639	1005.14		True
2459690.32851852	1005.14		True
2459690.32846065	1005.1		True
2459690.32840278	1005.14		True
2459690.32834491	1005.14		True
2459690.32828704	1005.15		True
2459690.32821759	1005.14		True
2459690.32815972	1005.16		True
2459690.32810185	1005.16		True
2459690.32804398	1005.15		True
2459690.32798611	1005.15		True
2459690.32792824	1005.13		True
2459690.32787037	1005.14		True
2459690.3278125	1005.14		True
2459690.32774306	1005.15		True
2459690.32768519	1005.15		True
2459690.32762731	1005.15		True
2459690.32756944	1005.14		True
2459690.32751157	1005.15		True
2459690.3274537	1005.15		True
2459690.32739583	1005.15		True
2459690.32733796	1005.15		True
2459690.32728009	1005.13		True
2459690.32722222	1005.12		True
2459690.32716435	1005.12		True
2459690.32710648	1005.13		True
2459690.32703704	1005.14		True
2459690.32697917	1005.13		True
2459690.3269213	1005.12		True
2459690.32686343	1005.12		True
2459690.32680556	1005.12		True
2459690.32674768	1005.13		True
2459690.32668981	1005.12		True
2459690.32663194	1005.11		True
2459690.3265625	1005.13		True
2459690.32650463	1005.13		True
2459690.32644676	1005.11		True
2459690.32638889	1005.13		True
2459690.32633102	1005.14		True
2459690.32627315	1005.16		True
2459690.32621528	1005.13		True
2459690.32615741	1005.15		True
2459690.32608796	1005.15		True
2459690.32603009	1005.16		True
2459690.32597222	1005.13		True
2459690.32591435	1005.09		True
2459690.32584491	1005.12		True
2459690.32578704	1005.14		True
2459690.32572917	1005.14		True
2459690.3256713	1005.11		True
2459690.32561343	1005.14		True
2459690.32555556	1005.1		True
2459690.32549768	1005.11		True
2459690.32543981	1005.08		True
2459690.32538194	1005.11		True
2459690.32532407	1005.15		True
2459690.3252662	1005.13		True
2459690.32520833	1005.13		True
2459690.32513889	1005.1		True
2459690.32508102	1005.12		True
2459690.32502315	1005.14		True
2459690.32496528	1005.06		True
2459690.32489583	1005.12		True
2459690.32483796	1005.09		True
2459690.32478009	1005.14		True
2459690.32472222	1005.11		True
2459690.32465278	1005.1		True
2459690.32459491	1005.06		True
2459690.32453704	1005.1		True
2459690.32447917	1005.12		True
2459690.3244213	1005.14		True
2459690.32436343	1005.11		True
2459690.32430556	1005.09		True
2459690.32424769	1005.13		True
2459690.32417824	1005.12		True
2459690.32412037	1005.11		True
2459690.3240625	1005.12		True
2459690.32400463	1005.12		True
2459690.32393518	1005.15		True
2459690.32387731	1005.11		True
2459690.32381944	1005.13		True
2459690.32376157	1005.11		True
2459690.3237037	1005.14		True
2459690.32364583	1005.13		True
2459690.32358796	1005.07		True
2459690.32353009	1005.07		True
2459690.32346065	1005.14		True
2459690.32340278	1005.11		True
2459690.32334491	1005.11		True
2459690.32328704	1005.11		True
2459690.32321759	1005.1		True
2459690.32315972	1005.09		True
2459690.32310185	1005.08		True
2459690.32304398	1005.08		True
2459690.32297454	1005.11		True
2459690.32291667	1005.1		True
2459690.3228588	1005.06		True
2459690.32280093	1005.09		True
2459690.32274306	1005.08		True
2459690.32268519	1005.08		True
2459690.32262731	1005.1		True
2459690.32256944	1005.07		True
2459690.3225	1005.08		True
2459690.32244213	1005.08		True
2459690.32238426	1005.11		True
2459690.32232639	1005.07		True
2459690.32225694	1005.06		True
2459690.32219907	1005.07		True
2459690.3221412	1005.05		True
2459690.32208333	1005.06		True
2459690.32202546	1005.08		True
2459690.32196759	1005.06		True
2459690.32190972	1005.03		True
2459690.32185185	1005.03		True
2459690.32178241	1005.07		True
2459690.32172454	1005.05		True
2459690.32166667	1005.06		True
2459690.3216088	1005.05		True
2459690.32153935	1005.03		True
2459690.32148148	1005.06		True
2459690.32142361	1005.07		True
2459690.32136574	1005.08		True
2459690.32130787	1005.07		True
2459690.32125	1005.06		True
2459690.32119213	1005.05		True
2459690.32113426	1005.04		True
2459690.32107639	1005.07		True
2459690.32101852	1005.06		True
2459690.32096065	1005.09		True
2459690.32090278	1005.07		True
2459690.32083333	1005.08		True
2459690.32077546	1005.06		True
2459690.32071759	1005.04		True
2459690.32065972	1005.05		True
2459690.32059028	1005.05		True
2459690.32053241	1005.08		True
2459690.32047454	1005.06		True
2459690.32041667	1005.04		True
2459690.3203588	1005.03		True
2459690.32030093	1005.03		True
2459690.32024306	1005.06		True
2459690.32018519	1005.03		True
2459690.32011574	1005.02		True
2459690.32005787	1005.05		True
2459690.32	1005.02		True
2459690.31994213	1005.03		True
2459690.31987269	1005.05		True
2459690.31981481	1005.01		True
2459690.31975694	1005.02		True
2459690.31969907	1005.03		True
2459690.31962963	1005.03		True
2459690.31957176	1005.04		True
2459690.31951389	1005.06		True
2459690.31945602	1005.06		True
2459690.31938657	1005.04		True
2459690.3193287	1005.06		True
2459690.31927083	1005.05		True
2459690.31921296	1005.04		True
2459690.31914352	1005.04		True
2459690.31908565	1005.05		True
2459690.31902778	1005.06		True
2459690.31896991	1005.05		True
2459690.31891204	1005.04		True
2459690.31885417	1005.05		True
2459690.3187963	1005.04		True
2459690.31873843	1005.07		True
2459690.31866898	1005.08		True
2459690.31861111	1005.07		True
2459690.31855324	1005.05		True
2459690.31849537	1005.01		True
2459690.3184375	1005.01		True
2459690.31837963	1005.07		True
2459690.31832176	1005.05		True
2459690.31826389	1005.07		True
2459690.31820602	1005.05		True
2459690.31814815	1005.09		True
2459690.31809028	1005.09		True
2459690.31803241	1005.08		True
2459690.31796296	1005.07		True
2459690.31790509	1005.08		True
2459690.31784722	1005.08		True
2459690.31778935	1005.09		True
2459690.31773148	1005.11		True
2459690.31767361	1005.08		True
2459690.31761574	1005.1		True
2459690.31755787	1005.1		True
2459690.31748843	1005.08		True
2459690.31743056	1005.08		True
2459690.31737269	1005.1		True
2459690.31731481	1005.1		True
2459690.31725694	1005.09		True
2459690.31719907	1005.11		True
2459690.3171412	1005.07		True
2459690.31708333	1005.07		True
2459690.31701389	1005.08		True
2459690.31695602	1005.09		True
2459690.31689815	1005.09		True
2459690.31684028	1005.11		True
2459690.31677083	1005.11		True
2459690.31671296	1005.1		True
2459690.31665509	1005.1		True
2459690.31659722	1005.09		True
2459690.31653935	1005.08		True
2459690.31648148	1005.09		True
2459690.31642361	1005.1		True
2459690.31636574	1005.1		True
2459690.3162963	1005.09		True
2459690.31623843	1005.09		True
2459690.31618056	1005.09		True
2459690.31612268	1005.11		True
2459690.31606481	1005.14		True
2459690.31600694	1005.1		True
2459690.31594907	1005.1		True
2459690.3158912	1005.08		True
2459690.31582176	1005.06		True
2459690.31576389	1005.1		True
2459690.31570602	1005.11		True
2459690.31564815	1005.11		True
2459690.3155787	1005.13		True
2459690.31552083	1005.07		True
2459690.31546296	1005.06		True
2459690.31540509	1005.09		True
2459690.31534722	1005.09		True
2459690.31528935	1005.06		True
2459690.31523148	1005.08		True
2459690.31517361	1005.06		True
2459690.31510417	1005.08		True
2459690.3150463	1005.08		True
2459690.31498843	1005.1		True
2459690.31493056	1005.07		True
2459690.31486111	1005.09		True
2459690.31480324	1005.09		True
2459690.31474537	1005.11		True
2459690.3146875	1005.07		True
2459690.31461806	1005.07		True
2459690.31456019	1005.12		True
2459690.31450231	1005.13		True
2459690.31444444	1005.13		True
2459690.31438657	1005.13		True
2459690.3143287	1005.16		True
2459690.31427083	1005.15		True
2459690.31421296	1005.13		True
2459690.31414352	1005.12		True
2459690.31408565	1005.14		True
2459690.31402778	1005.11		True
2459690.31396991	1005.15		True
2459690.31390046	1005.12		True
2459690.31384259	1005.14		True
2459690.31378472	1005.1		True
2459690.31372685	1005.12		True
2459690.31366898	1005.15		True
2459690.31361111	1005.13		True
2459690.31355324	1005.13		True
2459690.31349537	1005.15		True
2459690.3134375	1005.14		True
2459690.31337963	1005.15		True
2459690.31332176	1005.14		True
2459690.31326389	1005.15		True
2459690.31319444	1005.11		True
2459690.31313657	1005.12		True
2459690.3130787	1005.12		True
2459690.31302083	1005.12		True
2459690.31296296	1005.14		True
2459690.31290509	1005.15		True
2459690.31284722	1005.15		True
2459690.31278935	1005.15		True
2459690.31273148	1005.12		True
2459690.31267361	1005.12		True
2459690.31261574	1005.12		True
2459690.31255787	1005.14		True
2459690.31248843	1005.16		True
2459690.31243056	1005.15		True
2459690.31237269	1005.16		True
2459690.31231481	1005.19		True
2459690.31224537	1005.14		True
2459690.31219907	1005.17		True
2459690.31212963	1005.15		True
2459690.31207176	1005.15		True
2459690.31201389	1005.17		True
2459690.31195602	1005.13		True
2459690.31189815	1005.17		True
2459690.31184028	1005.15		True
2459690.31177083	1005.15		True
2459690.31171296	1005.16		True
2459690.31165509	1005.16		True
2459690.31159722	1005.18		True
2459690.31152778	1005.16		True
2459690.31146991	1005.14		True
2459690.31141204	1005.11		True
2459690.31135417	1005.14		True
2459690.31128472	1005.14		True
2459690.31122685	1005.14		True
2459690.31116898	1005.12		True
2459690.31111111	1005.12		True
2459690.31105324	1005.11		True
2459690.31099537	1005.12		True
2459690.3109375	1005.12		True
2459690.31087963	1005.15		True
2459690.31081018	1005.13		True
2459690.31075232	1005.12		True
2459690.31069444	1005.12		True
2459690.31063657	1005.13		True
