JD	temp_h		sunlit
2459690.36054398	44.17		False
2459690.36048611	44.17		False
2459690.36042824	44.14		False
2459690.36037037	44.1		False
2459690.3603125	44.1		False
2459690.36025463	44.19		False
2459690.36019676	44.1		False
2459690.36013889	44.14		False
2459690.36008102	44.25		False
2459690.36002315	44.14		False
2459690.35996528	44.17		False
2459690.35990741	44.1		False
2459690.35984954	44.17		False
2459690.35979167	44.19		False
2459690.3597338	44.26		False
2459690.35967593	44.14		False
2459690.35961806	44.05		False
2459690.35956018	44.17		False
2459690.35950231	44.12		False
2459690.35944444	44.14		False
2459690.35938657	44.1		False
2459690.3593287	44.19		False
2459690.35927083	44.12		False
2459690.35921296	44.25		False
2459690.35915509	44.12		False
2459690.35909722	44.14		False
2459690.35903935	44.14		False
2459690.35898148	44.17		False
2459690.35892361	44.14		False
2459690.35886574	44.12		False
2459690.35880787	43.98		False
2459690.35875	44.16		False
2459690.35869213	44.08		False
2459690.35863426	44.17		False
2459690.35857639	44.14		False
2459690.35851852	44.1		False
2459690.35846065	44.07		False
2459690.35840278	44.16		False
2459690.35834491	44.19		False
2459690.35828704	44.17		False
2459690.35822917	44.14		False
2459690.3581713	44.12		False
2459690.35811343	44.03		False
2459690.35805556	44.12		False
2459690.35799768	44.19		False
2459690.35793981	44.1		False
2459690.35788194	44.08		False
2459690.35782407	44.16		False
2459690.3577662	44.01		False
2459690.35770833	44.08		False
2459690.35765046	44.21		False
2459690.35759259	44.19		False
2459690.35753472	44.16		False
2459690.35747685	44.16		False
2459690.35741898	44.23		False
2459690.35736111	44.12		False
2459690.35730324	44.19		False
2459690.35724537	44.1		False
2459690.3571875	44.08		False
2459690.35712963	44.14		False
2459690.35707176	44.19		False
2459690.35701389	44.25		False
2459690.35695602	44.12		False
2459690.35689815	44.17		False
2459690.35684028	44.1		False
2459690.35678241	44.14		False
2459690.35672454	44.12		False
2459690.35666667	44.08		False
2459690.3566088	44.1		False
2459690.35655093	44.16		False
2459690.35649306	44.12		False
2459690.35643518	44.16		False
2459690.35637731	44.08		False
2459690.35631944	44.07		False
2459690.35626157	44.08		False
2459690.3562037	44.16		False
2459690.35614583	44.14		False
2459690.35608796	44.14		False
2459690.35603009	44.08		False
2459690.35597222	44.05		False
2459690.35591435	44.16		False
2459690.35585648	44.08		False
2459690.35579861	44.14		False
2459690.35574074	44.12		False
2459690.35568287	44.07		False
2459690.355625	44.1		False
2459690.35556713	44.12		False
2459690.35550926	44.08		False
2459690.35545139	44.12		False
2459690.35539352	44.14		False
2459690.35533565	44.07		False
2459690.35527778	44.08		False
2459690.35521991	44.08		False
2459690.35516204	44.19		False
2459690.35510417	44.03		False
2459690.3550463	44.07		False
2459690.35498843	44.1		False
2459690.35493056	44.21		False
2459690.35487269	44.16		False
2459690.35481481	44.08		False
2459690.35475694	44.12		False
2459690.35469907	44.08		False
2459690.3546412	44.05		False
2459690.35458333	44.14		False
2459690.35452546	44.16		False
2459690.35446759	44		False
2459690.35440972	44.21		False
2459690.35435185	44.1		False
2459690.35429398	44.12		False
2459690.35423611	44.07		False
2459690.35417824	44.05		False
2459690.35412037	44.16		False
2459690.3540625	44.12		False
2459690.35400463	44.17		False
2459690.35394676	44.21		False
2459690.35388889	44.1		False
2459690.35383102	44.08		False
2459690.35377315	44.14		False
2459690.35371528	44.14		False
2459690.35365741	44.14		False
2459690.35359954	44.12		False
2459690.35354167	44.28		False
2459690.3534838	44.16		False
2459690.35342593	44.14		False
2459690.35336806	44.16		False
2459690.35331018	44.14		False
2459690.35325231	44.16		False
2459690.35319444	44.25		False
2459690.35313657	44.08		False
2459690.3530787	44.19		False
2459690.35302083	44.08		False
2459690.35296296	44.19		False
2459690.35290509	44.14		False
2459690.35284722	44.23		False
2459690.35278935	44.19		False
2459690.35273148	44.1		False
2459690.35267361	44.17		False
2459690.35261574	44.14		False
2459690.35255787	44.21		False
2459690.3525	44.08		False
2459690.35244213	44.23		False
2459690.35238426	44.14		False
2459690.35232639	44.08		False
2459690.35226852	43.98		False
2459690.35221065	44.14		False
2459690.35215278	44.14		False
2459690.35209491	44.1		False
2459690.35203704	44.08		False
2459690.35197917	44.17		False
2459690.3519213	44.12		False
2459690.35186343	44.19		False
2459690.35180556	44.19		False
2459690.35174768	44.08		False
2459690.35168981	44.21		False
2459690.35163194	44.08		False
2459690.35157407	44.12		False
2459690.3515162	44.17		False
2459690.35145833	44.07		False
2459690.35140046	44.19		False
2459690.35134259	44.19		False
2459690.35128472	44.07		False
2459690.35122685	44.25		False
2459690.35116898	44.14		False
2459690.35111111	44.25		False
2459690.35105324	44.14		False
2459690.35099537	44.1		False
2459690.3509375	44.16		False
2459690.35087963	44.19		False
2459690.35082176	44.19		False
2459690.35076389	44.23		False
2459690.35070602	44.05		False
2459690.35064815	44.08		False
2459690.35059028	44.17		False
2459690.35053241	44.16		False
2459690.35047454	44.16		False
2459690.35041667	44.19		False
2459690.3503588	44.25		False
2459690.35030093	44.16		False
2459690.35024306	44.1		False
2459690.35018518	44.19		False
2459690.35012731	44.19		False
2459690.35006944	43.98		False
2459690.35001157	44.14		False
2459690.3499537	44.16		False
2459690.34989583	44.07		False
2459690.34983796	44.14		False
2459690.34978009	44.28		False
2459690.34972222	44.12		False
2459690.34966435	44.17		False
2459690.34960648	44.21		False
2459690.34954861	44.28		False
2459690.34949074	44.17		False
2459690.34943287	44.26		False
2459690.349375	44.08		False
2459690.34931713	44.19		False
2459690.34925926	44.26		False
2459690.34920139	44.23		False
2459690.34914352	44.23		False
2459690.34908565	44.07		False
2459690.34902778	44.23		False
2459690.34896991	44.23		False
2459690.34891204	44.1		False
2459690.34885417	44.16		False
2459690.3487963	44.14		False
2459690.34873843	44.16		False
2459690.34868056	44.17		False
2459690.34862268	44.17		False
2459690.34856481	44.21		False
2459690.34850694	44.21		False
2459690.34844907	44.08		False
2459690.3483912	44.12		False
2459690.34833333	44.1		False
2459690.34827546	44.21		False
2459690.34821759	44.08		False
2459690.34815972	44.17		False
2459690.34810185	44.17		False
2459690.34804398	44.14		False
2459690.34798611	44.16		False
2459690.34792824	44.14		False
2459690.34787037	44.14		False
2459690.3478125	44.21		False
2459690.34775463	44.16		False
2459690.34769676	44.12		False
2459690.34763889	44.12		False
2459690.34758102	44.14		False
2459690.34752315	44.1		False
2459690.34746528	44.19		False
2459690.34740741	44.19		False
2459690.34734954	44.21		False
2459690.34729167	44.08		False
2459690.3472338	44.14		False
2459690.34717593	44.21		False
2459690.34711806	44.23		False
2459690.34706019	44.14		False
2459690.34700231	44.19		False
2459690.34694444	44.12		False
2459690.34688657	44.14		False
2459690.3468287	44.26		False
2459690.34677083	44.16		False
2459690.34671296	44.21		False
2459690.34665509	44.16		False
2459690.34659722	44.19		False
2459690.34653935	44.1		False
2459690.34648148	44.1		False
2459690.34642361	44.12		False
2459690.34636574	44.14		False
2459690.34630787	44.16		False
2459690.34625	44.17		False
2459690.34619213	44.17		False
2459690.34613426	44.17		False
2459690.34607639	44.17		False
2459690.34601852	44.28		False
2459690.34596065	44.12		False
2459690.34590278	44.16		False
2459690.34584491	44.17		False
2459690.34578704	44.03		False
2459690.34572917	44.19		False
2459690.3456713	44.08		False
2459690.34561343	44.25		False
2459690.34555556	44.08		False
2459690.34549768	44.21		False
2459690.34543982	44.19		False
2459690.34538194	44.19		False
2459690.34532407	44.17		False
2459690.3452662	44.28		False
2459690.34520833	44.12		False
2459690.34515046	44.08		False
2459690.34509259	44.12		False
2459690.34503472	44.1		False
2459690.34497685	44.26		False
2459690.34491898	44.12		False
2459690.34486111	44.14		False
2459690.34480324	44.17		False
2459690.34474537	44.21		False
2459690.3446875	44.19		False
2459690.34462963	44.19		False
2459690.34457176	44.21		False
2459690.34451389	44.23		False
2459690.34445602	44.12		False
2459690.34439815	44.17		False
2459690.34434028	44.14		False
2459690.34428241	44.1		False
2459690.34422454	44.16		False
2459690.34416667	44.23		False
2459690.3441088	44.25		False
2459690.34405093	44.19		False
2459690.34399306	44.16		False
2459690.34393518	44.19		False
2459690.34387731	44.21		False
2459690.34381944	44.37		False
2459690.34376157	44.26		False
2459690.3437037	44.14		False
2459690.34364583	44.28		False
2459690.34358796	44.19		False
2459690.34353009	44.32		False
2459690.34347222	44.07		False
2459690.34341435	44.16		False
2459690.34335648	44.17		False
2459690.34329861	44.32		False
2459690.34324074	44.19		False
2459690.34318287	44.16		False
2459690.343125	44.23		False
2459690.34306713	44.17		False
2459690.34300926	44.19		False
2459690.34295139	44.19		False
2459690.34289352	44.23		False
2459690.34283565	44.21		False
2459690.34277778	44.23		False
2459690.34271991	44.28		False
2459690.34266204	44.21		False
2459690.34260417	44.25		False
2459690.3425463	44.23		False
2459690.34248843	44.16		False
2459690.34243056	44.17		False
2459690.34237268	44.25		False
2459690.34231481	44.19		False
2459690.34225694	44.12		False
2459690.34219907	44.19		False
2459690.3421412	44.3		False
2459690.34208333	44.25		False
2459690.34202546	44.28		False
2459690.34196759	44.17		False
2459690.34190972	44.16		False
2459690.34185185	44.32		False
2459690.34179398	44.21		False
2459690.34173611	44.19		False
2459690.34167824	44.14		False
2459690.34162037	44.19		False
2459690.3415625	44.23		False
2459690.34150463	44.14		False
2459690.34144676	44.21		False
2459690.34138889	44.19		False
2459690.34133102	44.28		False
2459690.34127315	44.3		False
2459690.34121528	44.19		False
2459690.34115741	44.17		False
2459690.34109954	44.16		False
2459690.34104167	44.21		False
2459690.3409838	44.23		False
2459690.34092593	44.08		False
2459690.34086806	44.26		False
2459690.34081019	44.23		False
2459690.34075231	44.19		False
2459690.34069444	44.28		False
2459690.34063657	44.23		False
2459690.3405787	44.37		False
2459690.34052083	44.17		False
2459690.34046296	44.19		False
2459690.34040509	44.3		False
2459690.34034722	44.23		False
2459690.34028935	44.23		False
2459690.34023148	44.26		False
2459690.34017361	44.26		False
2459690.34011574	44.25		False
2459690.34005787	44.26		False
2459690.34	44.19		False
2459690.33994213	44.26		False
2459690.33988426	44.25		False
2459690.33982639	44.26		False
2459690.33976852	44.17		False
2459690.33971065	44.12		False
2459690.33965278	44.37		True
2459690.33959491	44.23		True
2459690.33953704	44.34		True
2459690.33947917	44.3		True
2459690.3394213	44.25		True
2459690.33936343	44.16		True
2459690.33930556	44.35		True
2459690.33924769	44.23		True
2459690.33918981	44.3		True
2459690.33913194	44.21		True
2459690.33907407	44.28		True
2459690.3390162	44.35		True
2459690.33895833	44.26		True
2459690.33890046	44.32		True
2459690.33884259	44.19		True
2459690.33878472	44.23		True
2459690.33872685	44.26		True
2459690.33866898	44.35		True
2459690.33861111	44.35		True
2459690.33855324	44.3		True
2459690.33849537	44.17		True
2459690.3384375	44.26		True
2459690.33837963	44.16		True
2459690.33832176	44.28		True
2459690.33826389	44.19		True
2459690.33820602	44.23		True
2459690.33814815	44.14		True
2459690.33809028	44.42		True
2459690.33803241	44.34		True
2459690.33797454	44.28		True
2459690.33791667	44.23		True
2459690.3378588	44.19		True
2459690.33780093	44.26		True
2459690.33774306	44.19		True
2459690.33768518	44.19		True
2459690.33762732	44.26		True
2459690.33756944	44.26		True
2459690.33751157	44.26		True
2459690.3374537	44.28		True
2459690.33739583	44.28		True
2459690.33733796	44.26		True
2459690.33728009	44.21		True
2459690.33722222	44.42		True
2459690.33716435	44.23		True
2459690.33710648	44.16		True
2459690.33704861	44.32		True
2459690.33699074	44.21		True
2459690.33693287	44.35		True
2459690.336875	44.23		True
2459690.33681713	44.23		True
2459690.33675926	44.25		True
2459690.33670139	44.25		True
2459690.33664352	44.23		True
2459690.33658565	44.25		True
2459690.33652778	44.39		True
2459690.33646991	44.23		True
2459690.33641204	44.3		True
2459690.33634259	44.21		True
2459690.33628472	44.23		True
2459690.33622685	44.21		True
2459690.33616898	44.3		True
2459690.33611111	44.26		True
2459690.33605324	44.25		True
2459690.33599537	44.23		True
2459690.3359375	44.34		True
2459690.33586806	44.23		True
2459690.33581019	44.16		True
2459690.33575231	44.32		True
2459690.33569444	44.23		True
2459690.33563657	44.3		True
2459690.3355787	44.25		True
2459690.33552083	44.3		True
2459690.33546296	44.25		True
2459690.33539352	44.28		True
2459690.33533565	44.25		True
2459690.33527778	44.32		True
2459690.33521991	44.21		True
2459690.33516204	44.28		True
2459690.33510417	44.28		True
2459690.3350463	44.28		True
2459690.33498843	44.25		True
2459690.33491898	44.23		True
2459690.33486111	44.3		True
2459690.33480324	44.23		True
2459690.33474537	44.19		True
2459690.3346875	44.16		True
2459690.33462963	44.23		True
2459690.33457176	44.26		True
2459690.33451389	44.3		True
2459690.33444444	44.28		True
2459690.33438657	44.23		True
2459690.3343287	44.23		True
2459690.33427083	44.19		True
2459690.33420139	44.34		True
2459690.33414352	44.21		True
2459690.33408565	44.21		True
2459690.33402778	44.21		True
2459690.33396991	44.28		True
2459690.33391204	44.21		True
2459690.33385417	44.28		True
2459690.3337963	44.19		True
2459690.33372685	44.21		True
2459690.33366898	44.28		True
2459690.33361111	44.25		True
2459690.33355324	44.25		True
2459690.33349537	44.3		True
2459690.3334375	44.23		True
2459690.33337963	44.35		True
2459690.33332176	44.23		True
2459690.33325231	44.3		True
2459690.33319444	44.23		True
2459690.33313657	44.1		True
2459690.3330787	44.3		True
2459690.33300926	44.32		True
2459690.33295139	44.19		True
2459690.33289352	44.07		True
2459690.33283565	44.21		True
2459690.3327662	44.23		True
2459690.33270833	44.23		True
2459690.33265046	44.21		True
2459690.33259259	44.21		True
2459690.33252315	44.23		True
2459690.33246528	44.23		True
2459690.33240741	44.23		True
2459690.33234954	44.3		True
2459690.33228009	44.23		True
2459690.33222222	44.3		True
2459690.33216435	44.32		True
2459690.33210648	44.23		True
2459690.33203704	44.14		True
2459690.33197917	44.21		True
2459690.3319213	44.1		True
2459690.33186343	44.28		True
2459690.33179398	44.23		True
2459690.33173611	44.32		True
2459690.33167824	44.21		True
2459690.33162037	44.17		True
2459690.33155093	44.17		True
2459690.33149306	44.26		True
2459690.33143519	44.26		True
2459690.33137731	44.16		True
2459690.33131944	44.26		True
2459690.33126157	44.21		True
2459690.3312037	44.14		True
2459690.33114583	44.16		True
2459690.33107639	44.21		True
2459690.33101852	44.34		True
2459690.33096065	44.26		True
2459690.33090278	44.32		True
2459690.33083333	44.12		True
2459690.33077546	44.21		True
2459690.33071759	44.17		True
2459690.33065972	44.26		True
2459690.33059028	44.17		True
2459690.33053241	44.19		True
2459690.33047454	44.25		True
2459690.33041667	44.19		True
2459690.33034722	44.14		True
2459690.33028935	44.19		True
2459690.33023148	44.25		True
2459690.33017361	44.17		True
2459690.33011574	44.23		True
2459690.33005787	44.3		True
2459690.33	44.21		True
2459690.32994213	44.17		True
2459690.32987268	44.21		True
2459690.32981482	44.21		True
2459690.32975694	44.16		True
2459690.32969907	44.25		True
2459690.3296412	44.19		True
2459690.32958333	44.17		True
2459690.32952546	44.19		True
2459690.32946759	44.21		True
2459690.32939815	44.21		True
2459690.32934028	44.19		True
2459690.32928241	44.14		True
2459690.32922454	44.25		True
2459690.32916667	44.17		True
2459690.3291088	44.23		True
2459690.32905093	44.23		True
2459690.32899306	44.21		True
2459690.32893518	44.21		True
2459690.32887731	44.08		True
2459690.32881944	44.23		True
2459690.32876157	44.14		True
2459690.32869213	44.21		True
2459690.32863426	44.25		True
2459690.32857639	44.1		True
2459690.32851852	44.17		True
2459690.32846065	44.14		True
2459690.32840278	44.21		True
2459690.32834491	44.1		True
2459690.32828704	44.16		True
2459690.32821759	44.21		True
2459690.32815972	44.14		True
2459690.32810185	44.12		True
2459690.32804398	44.1		True
2459690.32798611	44.12		True
2459690.32792824	44.12		True
2459690.32787037	44.1		True
2459690.3278125	44.16		True
2459690.32774306	44.07		True
2459690.32768519	44.14		True
2459690.32762731	44.16		True
2459690.32756944	44.12		True
2459690.32751157	44.26		True
2459690.3274537	44.08		True
2459690.32739583	44.21		True
2459690.32733796	44.23		True
2459690.32728009	44.19		True
2459690.32722222	44.21		True
2459690.32716435	44.26		True
2459690.32710648	44.16		True
2459690.32703704	44.28		True
2459690.32697917	44.17		True
2459690.3269213	44.1		True
2459690.32686343	44.01		True
2459690.32680556	44.08		True
2459690.32674768	44.28		True
2459690.32668981	44.14		True
2459690.32663194	44.07		True
2459690.3265625	44.08		True
2459690.32650463	44.08		True
2459690.32644676	44.14		True
2459690.32638889	44.16		True
2459690.32633102	44.19		True
2459690.32627315	44.07		True
2459690.32621528	44.26		True
2459690.32615741	44.07		True
2459690.32608796	44.16		True
2459690.32603009	44.21		True
2459690.32597222	44.16		True
2459690.32591435	44.07		True
2459690.32584491	44.07		True
2459690.32578704	44.23		True
2459690.32572917	44.08		True
2459690.3256713	44.12		True
2459690.32561343	44.21		True
2459690.32555556	44.16		True
2459690.32549768	44.23		True
2459690.32543981	44.1		True
2459690.32538194	44.17		True
2459690.32532407	44.1		True
2459690.3252662	44.23		True
2459690.32520833	44.05		True
2459690.32513889	44.16		True
2459690.32508102	44.16		True
2459690.32502315	44.07		True
2459690.32496528	44.25		True
2459690.32489583	44.21		True
2459690.32483796	44.23		True
2459690.32478009	44.16		True
2459690.32472222	44.28		True
2459690.32465278	44.08		True
2459690.32459491	44.1		True
2459690.32453704	44.19		True
2459690.32447917	44.12		True
2459690.3244213	44.19		True
2459690.32436343	44.05		True
2459690.32430556	44.21		True
2459690.32424769	44.14		True
2459690.32417824	44.01		True
2459690.32412037	44.14		True
2459690.3240625	44.14		True
2459690.32400463	44.17		True
2459690.32393518	44.16		True
2459690.32387731	44.07		True
2459690.32381944	44.14		True
2459690.32376157	44.14		True
2459690.3237037	44.05		True
2459690.32364583	44.05		True
2459690.32358796	44.1		True
2459690.32353009	44.16		True
2459690.32346065	44.05		True
2459690.32340278	44.07		True
2459690.32334491	44.16		True
2459690.32328704	44.08		True
2459690.32321759	44.12		True
2459690.32315972	44.14		True
2459690.32310185	44.17		True
2459690.32304398	44.16		True
2459690.32297454	44.16		True
2459690.32291667	44.16		True
2459690.3228588	44.1		True
2459690.32280093	44.1		True
2459690.32274306	44.05		True
2459690.32268519	44.14		True
2459690.32262731	44.19		True
2459690.32256944	44.21		True
2459690.3225	44.14		True
2459690.32244213	44.19		True
2459690.32238426	44.08		True
2459690.32232639	44.16		True
2459690.32225694	44.12		True
2459690.32219907	44.25		True
2459690.3221412	44.1		True
2459690.32208333	44.07		True
2459690.32202546	44.1		True
2459690.32196759	44.21		True
2459690.32190972	44.14		True
2459690.32185185	44.12		True
2459690.32178241	44.1		True
2459690.32172454	44.12		True
2459690.32166667	44.08		True
2459690.3216088	44.08		True
2459690.32153935	44.16		True
2459690.32148148	44.1		True
2459690.32142361	44.14		True
2459690.32136574	44.16		True
2459690.32130787	44.19		True
2459690.32125	44.12		True
2459690.32119213	44.03		True
2459690.32113426	44.07		True
2459690.32107639	44.1		True
2459690.32101852	44.08		True
2459690.32096065	44.05		True
2459690.32090278	43.96		True
2459690.32083333	44.07		True
2459690.32077546	44.07		True
2459690.32071759	44.14		True
2459690.32065972	44.1		True
2459690.32059028	44.12		True
2459690.32053241	44.08		True
2459690.32047454	44.08		True
2459690.32041667	44.07		True
2459690.3203588	44.03		True
2459690.32030093	43.96		True
2459690.32024306	44.16		True
2459690.32018519	44		True
2459690.32011574	44.1		True
2459690.32005787	44.05		True
2459690.32	44.03		True
2459690.31994213	43.94		True
2459690.31987269	43.92		True
2459690.31981481	44.08		True
2459690.31975694	44.05		True
2459690.31969907	44.01		True
2459690.31962963	44.01		True
2459690.31957176	44.05		True
2459690.31951389	44		True
2459690.31945602	44.03		True
2459690.31938657	44.08		True
2459690.3193287	44.07		True
2459690.31927083	44		True
2459690.31921296	44.14		True
2459690.31914352	44		True
2459690.31908565	44.08		True
2459690.31902778	44.17		True
2459690.31896991	44		True
2459690.31891204	44.08		True
2459690.31885417	44.08		True
2459690.3187963	44.07		True
2459690.31873843	43.96		True
2459690.31866898	44.01		True
2459690.31861111	44.07		True
2459690.31855324	44.01		True
2459690.31849537	44.01		True
2459690.3184375	44.03		True
2459690.31837963	44.07		True
2459690.31832176	44.05		True
2459690.31826389	44		True
2459690.31820602	43.98		True
2459690.31814815	43.92		True
2459690.31809028	43.92		True
2459690.31803241	43.92		True
2459690.31796296	43.87		True
2459690.31790509	43.96		True
2459690.31784722	44.01		True
2459690.31778935	44.01		True
2459690.31773148	44.03		True
2459690.31767361	44.05		True
2459690.31761574	44.03		True
2459690.31755787	44.07		True
2459690.31748843	43.98		True
2459690.31743056	44		True
2459690.31737269	43.96		True
2459690.31731481	44		True
2459690.31725694	43.94		True
2459690.31719907	43.98		True
2459690.3171412	43.98		True
2459690.31708333	44.05		True
2459690.31701389	43.98		True
2459690.31695602	43.92		True
2459690.31689815	44.05		True
2459690.31684028	44.03		True
2459690.31677083	44		True
2459690.31671296	43.87		True
2459690.31665509	44.03		True
2459690.31659722	43.98		True
2459690.31653935	43.98		True
2459690.31648148	43.91		True
2459690.31642361	43.82		True
2459690.31636574	44.01		True
2459690.3162963	43.96		True
2459690.31623843	43.91		True
2459690.31618056	44.03		True
2459690.31612268	43.89		True
2459690.31606481	44.03		True
2459690.31600694	43.98		True
2459690.31594907	44.01		True
2459690.3158912	44		True
2459690.31582176	43.83		True
2459690.31576389	43.96		True
2459690.31570602	43.92		True
2459690.31564815	43.96		True
2459690.3155787	43.91		True
2459690.31552083	43.92		True
2459690.31546296	43.96		True
2459690.31540509	43.92		True
2459690.31534722	43.87		True
2459690.31528935	43.96		True
2459690.31523148	43.89		True
2459690.31517361	44.05		True
2459690.31510417	43.87		True
2459690.3150463	43.98		True
2459690.31498843	43.94		True
2459690.31493056	43.89		True
2459690.31486111	43.91		True
2459690.31480324	43.98		True
2459690.31474537	43.98		True
2459690.3146875	43.89		True
2459690.31461806	43.85		True
2459690.31456019	43.83		True
2459690.31450231	43.89		True
2459690.31444444	43.96		True
2459690.31438657	43.85		True
2459690.3143287	43.91		True
2459690.31427083	43.92		True
2459690.31421296	43.94		True
2459690.31414352	43.92		True
2459690.31408565	43.85		True
2459690.31402778	43.85		True
2459690.31396991	43.89		True
2459690.31390046	43.91		True
2459690.31384259	43.98		True
2459690.31378472	43.94		True
2459690.31372685	43.98		True
2459690.31366898	43.94		True
2459690.31361111	43.96		True
2459690.31355324	43.92		True
2459690.31349537	43.94		True
2459690.3134375	43.98		True
2459690.31337963	43.91		True
2459690.31332176	43.83		True
2459690.31326389	44		True
2459690.31319444	43.94		True
2459690.31313657	43.91		True
2459690.3130787	44.01		True
2459690.31302083	43.83		True
2459690.31296296	43.91		True
2459690.31290509	44		True
2459690.31284722	43.98		True
2459690.31278935	43.91		True
2459690.31273148	43.96		True
2459690.31267361	43.87		True
2459690.31261574	43.96		True
2459690.31255787	43.92		True
2459690.31248843	43.83		True
2459690.31243056	43.87		True
2459690.31237269	43.89		True
2459690.31231481	43.89		True
2459690.31224537	43.83		True
2459690.31219907	43.98		True
2459690.31212963	43.96		True
2459690.31207176	43.87		True
2459690.31201389	43.8		True
2459690.31195602	43.92		True
2459690.31189815	43.94		True
2459690.31184028	43.94		True
2459690.31177083	43.92		True
2459690.31171296	43.92		True
2459690.31165509	43.91		True
2459690.31159722	43.83		True
2459690.31152778	43.98		True
2459690.31146991	43.82		True
2459690.31141204	44		True
2459690.31135417	43.91		True
2459690.31128472	43.89		True
2459690.31122685	43.85		True
2459690.31116898	43.8		True
2459690.31111111	43.8		True
2459690.31105324	43.85		True
2459690.31099537	43.87		True
2459690.3109375	43.91		True
2459690.31087963	43.92		True
2459690.31081018	43.92		True
2459690.31075232	43.83		True
2459690.31069444	43.74		True
2459690.31063657	43.91		True
2459690.31056713	43.87		True
2459690.31050926	43.85		True
2459690.31045139	43.94		True
2459690.31039352	43.85		True
2459690.31033565	43.92		True
2459690.31027778	43.85		True
2459690.31021991	43.94		True
2459690.31016204	43.8		True
2459690.31010417	43.82		True
2459690.3100463	44.03		True
2459690.30998843	43.82		True
2459690.30993056	43.96		True
2459690.30986111	43.89		True
2459690.30980324	43.85		True
2459690.30974537	43.87		True
2459690.3096875	43.82		True
2459690.30962963	43.94		True
2459690.30957176	43.74		True
2459690.30951389	43.89		True
2459690.30945602	43.82		True
2459690.30939815	43.85		True
2459690.30934028	43.89		True
2459690.30928241	43.87		True
2459690.30922454	43.96		True
2459690.30915509	43.89		True
2459690.30909722	43.87		True
2459690.30905093	43.76		True
2459690.30898148	43.89		True
2459690.30892361	43.96		True
2459690.30886574	43.82		True
2459690.30880787	43.74		True
2459690.30875	43.85		True
2459690.30869213	43.91		True
2459690.30863426	43.82		True
2459690.30857639	43.78		True
2459690.30851852	43.73		True
2459690.30844907	43.92		True
2459690.3083912	43.94		True
2459690.30833333	43.89		True
2459690.30827546	43.83		True
2459690.30820602	43.83		True
2459690.30814815	43.89		True
2459690.30809028	43.89		True
2459690.30803241	43.78		True
2459690.30797454	43.74		True
2459690.30791667	43.85		True
2459690.3078588	43.82		True
2459690.30780093	43.78		True
2459690.30773148	43.8		True
2459690.30767361	43.82		True
2459690.30761574	43.91		True
2459690.30755787	43.87		True
2459690.30748843	43.85		True
2459690.30743056	43.83		True
2459690.30737269	43.76		True
2459690.30731481	43.89		True
2459690.30725694	43.76		True
2459690.30719907	43.85		True
2459690.3071412	43.71		True
2459690.30708333	43.82		True
2459690.30701389	43.8		True
2459690.30695602	43.82		True
2459690.30689815	43.83		True
2459690.30684028	43.71		True
2459690.30677083	43.87		True
2459690.30671296	43.82		True
2459690.30665509	43.98		True
2459690.30659722	43.73		True
2459690.30652778	43.89		True
